관리번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"113923342","레스:앤드루 숀 그리어 장편소설","앤드루 숀 그리어 지음;강동혁 옮김","은행나무","2019","9791189982003","","","","849.3","1","2","2019-05-28",
"113923341","교과서가 쉬워지는 주말여행 :아이가 스스로 배우는 자기주도여행 200 ","김수진;박은하 지음","길벗","2019","9791160507645","","1","","915.19","1","4","2019-05-28",
"113923340","까칠한 재석이가 결심했다","고정욱 지음;마노 그림","애플북스","2019","9791186639948","","0","","813.6","1","7","2019-05-28",
"113923339","나의 문화유산답사기 중국편 1 : 돈황과 하서주랑","유홍준 지음","창비","2019","9788936477127","","","","","0","0","2019-05-28",
"113923338","채널 전쟁 =Channel shift :온라이프 시대, 부의 미래는 어디에서 결정되는가 ","오쿠타니 다카시;이와이 다쿠마 지음 ;이수형 옮김","청림출판","2019","9788935212798","","0","","658.87","1","3","2019-05-28",
"113923336","우리와 당신들","프레드릭 배크만 지음, 이은선 옮김","다산북스","2019","9791130620473","","","","","1","0","2019-05-28",
"113923335","엄마","엘렌 델포르주 지음, 캉탱 그레방 그림, 권지현 옮김","밝은미래","2019","9788965463214","","","","","1","0","2019-05-28",
"113923334","500명의 내 동생 ","토모 미우라 글·그림 ;이성엽 옮김","지양사","2019","9788983090003","","7","","863","1","4","2019-05-28",
"113923333","반딧불이","안도현 글 ;백대승 그림","한솔수북","2019","9791170282747","","7","","813.6","1","6","2019-05-28",
"113923332","틀리면 어떡해? ","김영진 글·그림","길벗어린이","2019","9788955824896","","7","","813.8","1","10","2019-05-28",
"113923331","설민석의 세계사 대모험 1","설민석.잼 스토리 지음, 박성일 그림","단꿈아이","2019","9791189001261","","","","","0","0","2019-05-28",
"113923330","제주에서 보물찾기 1","팝콘스토리 지음, 강경효 그림","아이세움","2019","9791164130658","","","","","0","0","2019-05-28",
"113923329","자카르타에서 보물찾기","팝콘스토리 지음, 강경효 그림","아이세움","2018","9791162336199","","","","","0","0","2019-05-28",
"113923328","모스크바에서 보물찾기","팝콘스토리 지음, 강경효 그림","아이세움","2018","9791162335796","","","","","0","0","2019-05-28",
"113923327","행복 빌라의 작은 이웃들 ","문미영 글 ;김수연 그림","크레용하우스","2019","9788955476255","","7","","813.7","1","4","2019-05-28",
"113923326","미래가 온다 나노봇","김성화;권수진 [공]글;김영수 그림","와이즈만BOOKs(와이즈만북스)","2019","9791187513605","","7","","559.962","1","9","2019-05-28",
"113923325","내 친구 알피 ","지은이: 티라 헤더 ;옮긴이: 지혜연","보림","2019","9788943312176","","7","","843","1","3","2019-05-28",
"113923324","스무고개 탐정 10 : 탐정 대회 1부","허교범 지음, 고상미 그림","비룡소","2019","9788949195896","","","","","0","0","2019-05-28",
"113923323","스무고개 탐정 9 : 숨겨진 카드","허교범 지음, 고상미 그림","비룡소","2018","9788949195889","","","","","0","0","2019-05-28",
"113923322","(생명을 살리고 환경을 지키는) 꼬마 농부의 사계절 텃밭 책 ","글: 카롤린 펠리시에;비르지니 알라지디 ;그림: 엘리자 제앵 ;옮김: 배유선","이마주","2019","9791189044060","","7","","525","1","3","2019-05-28",
"113923321","기린은 너무해 ","조리 존 글 ;레인 스미스 그림 ;김경연 옮김","미디어창비","2019","9791189280130","","7","","843","1","1","2019-05-28",
"113923320","딸에게 보내는 노래 ","유희열 글 ;천유주 그림","창비","2019","9788936455361","","7","","813.7","1","1","2019-05-28",
"113923319","우주에서 온 아기 이 ","궈이천 글 ;린샤오베이 그림 ;박지민 옮김","미세기","2019","9788980714582","","7","","823.7","1","1","2019-05-28",
"113923318","악어가 온다 ","글·그림: 진수경","봄개울","2019","9791196652708","","7","","813.7","1","8","2019-05-28",
"113923317","완두 ","다비드 칼리 글 ;세바스티앙 무랭 그림 ;이주영 옮김","진선아이","2019","9788972215776","","7","","863","1","5","2019-05-28",
"113923316","미스 투리의 신비한 동물들 ","글: 조이 켈러 ;그림: 리처드 왓슨 ;옮김: 달보름","키즈엠","2019","9788967499679","","7","","843","1","2","2019-05-28",
"113923315","쓰담쓰담 동물 놀이","미셸 카르스룬 지음, 박선주 옮김","보림","2018","9788943311643","","","","","1","0","2019-05-28",
"113923314","밤을 건너 너에게 갈게","데이비드 루커스 글·그림;고영이 옮김","살림어린이","2019","9788952240293","","7","","843","1","4","2019-05-28",
"113923313","대단한 무엇","다비드 칼리 지음 ;김경연 옮김 ;미겔 탕코 그림","문학동네","2019","9788954655705","","7","","863","1","3","2019-05-28",
"113923312","별 낚시 ","글·그림: 김상근","사계절","2019","9791160944600","","7","","813.7","1","5","2019-05-28",
"113923311","무엇이든 급한 아주 별난 꼬마 토끼","글: 티머시 냅맨 ;그림: 제마 메리노;옮김: 김현희","사파리","2019","9791160574630","","7","","843","1","2","2019-05-28",
"113923310","(이런 모습 처음이야!) 의외로 유쾌한 생물도감","누마가사 와타리 글; 그림 ;타카모리 마쓰미 옮김","주니어김영사","2019","9788934995302","","7","","472","1","6","2019-05-28",
"113923309","시작하는 너에게 ","글·그림: 마에다 마유미 ;옮김: 강방화","웅진주니어","2019","9788901230863","","7","","808.9","1","2","2019-05-28",
"113923308","나, 좀 멋져! ","정재경 글·그림","한솔수북","2019","9791170282815","","7","","813.8","1","6","2019-05-28",
"113923306","서로 달라도 우리는 친구 ","한나 바너비 글 ;앤드루 조이너 그림 ;신지호 옮김","봄의정원","2019","9791187154839","","7","","843","1","1","2019-05-28",
"113923305","내 마음","리비 월든 지음, 리처드 존스 그림, 김경희 옮김","트리앤북","2019","9791196458553","","","","","1","3","2019-05-28",
"113923304","완두의 여행이야기","다비드 칼리 글;세바스티앙 무랭 그림;이주영 옮김","진선아이","2019","9788972215875","","7","","863","1","3","2019-05-28",
"113923303","추리 천재 엉덩이 탐정과 카레 사건","트롤 글.그림, 김정화 옮김","아이세움","2019","9791164130764","","","","","0","0","2019-05-28",
"113923302","엉덩이 탐정 뿡뿡 괴도가 나타나다!","트롤 지음, 전경아 옮김","문학수첩 리틀북","2019","9788959762408","","","","","0","0","2019-05-28",
"113923301","추리 천재 엉덩이 탐정 7","트롤 글.그림, 김정화 옮김","미래엔","2018","9791162339466","","","","","0","0","2019-05-28",
"113923300","추리 천재 엉덩이 탐정 6","트롤 글.그림, 김정화 옮김","아이세움","2018","9791162335123","","","","","0","0","2019-05-28",
"113923299","추리 천재 엉덩이 탐정 5","트롤 글.그림, 김정화 옮김","아이세움","2017","9791162332542","","","","","0","0","2019-05-28",
"113923298","추리 천재 엉덩이 탐정 1","트롤 글.그림, 김정화 옮김","미래엔","2016","9788937838750","9788937838781","","","","0","0","2019-05-28",
"113923297","추리 천재 엉덩이 탐정 4","트롤 글.그림, 김정화 옮김","미래엔","2017","9788937848247","9788937838781","","","","0","0","2019-05-28",
"113923296","추리 천재 엉덩이 탐정 2","트롤 글.그림, 김정화 옮김","미래엔","2016","9788937853470","9788937838781","","","","0","0","2019-05-28",
"113923295","추리 천재 엉덩이 탐정 3","트롤 글.그림, 김정화 옮김","미래엔","2017","9788937889714","9788937838781","","","","0","0","2019-05-28",
"113923294","엉덩이 탐정 : 뿡뿡 사라진 도시락 수수께끼!","트롤 지음, 전경아 옮김","문학수첩리틀북","2018","9788959762323","","","","","0","0","2019-05-28",
"113923293","엉덩이 탐정 : 뿡뿡 사라진 과자를 찾아라!","트롤 지음, 전경아 옮김","문학수첩 리틀북","2015","9788959761654","","","","","0","0","2019-05-28",
"113923292","엉덩이 탐정 : 뿡뿡 무지개 다이아몬드를 찾아라!","트롤 지음, 전경아 옮김","문학수첩리틀북","2016","9788959761906","","","","","0","0","2019-05-28",
"113923291","엉덩이 탐정 : 뿡뿡 쪼그만 서장의 대위기!?","트롤 지음, 전경아 옮김","문학수첩리틀북","2017","9788959762088","","","","","0","0","2019-05-28",
"113923277","Who? Special 노무현","스튜디오 청비 지음","다산어린이","2017","9791156395485","","","","","0","0","2019-05-28",
"113923272","Who? Special 시진핑","권용찬 지음, 툰쟁이 그림","다산어린이","2018","9791156397281","","","","","0","0","2019-05-28",
"113923271","Who? Special 김순권","최재훈 지음, 김광일 그림","다산어린이","2018","9791156397380","","","","","0","0","2019-05-28",
"113923270","지구를 벗어나는 13가지 방법 ","글쓴이: 유소정 ;그린이: 윤지","고릴라박스(비룡소)","2019","9788965483861","","7","","813.8","1","10","2019-05-28",
"113923269","북극곰을 북극으로 돌려보내는 방법:지구를 지키는 우리의 자세","마이클 E. 만 지음;이지영 옮김;메건 허버트 그림","꿈터","2019","9791188240524","","7","","539","1","1","2019-05-28",
"113923268","매미 ","숀탠 글·그림;김경연 옮김","풀빛","2019","9791161721293","","7","","843","1","2","2019-05-28",
"113923260","Why? 놀이 기구","김성훈 지음, 윤남선 그림","예림당","2019","9788930237918","","","","","0","0","2019-05-28",
"113923259","할머니 어디 있어요? ","글·그림: 안은영","천개의바람","2019","9791187287988","","7","","813.7","1","2","2019-05-28",
"113923258","런던에서 보물찾기","팝콘스토리 지음, 강경효 그림","미래엔","2018","9791162334997","","","","","0","0","2019-05-28",
"113923257","시드니에서 보물찾기","곰돌이 co. 지음, 강경효 그림","아이세움","2018","9791162334362","","","","","0","0","2019-05-28",
"113923256","50대 사건으로 보는 돈의 역사","홍춘욱","로크미디어","2019","9791135423734","","","","","0","0","2019-05-28",
"113923255","거꾸로 가는 쿠바는 행복하다 :저성장 고복지, 쿠바 패러독스의 비밀을 찾다 ","배진희 지음","시대의창","2019","9788959406951","","0","","338.15","1","2","2019-05-28",
"113923254","아무튼, 술 ","지은이: 김혼비","제철소","2019","9791188343225","","0","","818","1","5","2019-05-28",
"113923253","(미국 배당주) 투자지도 ","서승용 지음","진서원","2019","9791186647271","","1","","327.856","1","9","2019-05-28",
"113923252","아무 일도 일어나지 않은 날 ","박현숙 글 ;장정오 그림","꿈터","2018","9791188240333","","","","813.8","1","4","2019-05-28",
"113923251","레몬 :권여선 장편소설 ","지은이: 권여선","창비","2019","9788936434366","","0","","813.7","1","11","2019-05-28",
"113923250","구르는 돈에는 이끼가 낀다","남극성","광창미디어","2019","9788997948031","","","","","0","0","2019-05-28",
"113923249","2019 제10회 젊은작가상 수상작품집 ","지은이: 박상영;김희선;백수린;이주란;정영수;김봉곤;이미상","문학동네","2019","9788954655811","","0","","813.7","1","5","2019-05-28",
"113923248","교사를 위한 온작품 읽기 :초등학교 한 학기 한 권 읽기 안내서 ","지은이: 원종찬;박숙경;김지은;오세란;김제곤;최은경;이충일;강승숙;탁동철;박경희;임선복;신민경","창비","2019","9788936447410","","0","","372.4029","1","6","2019-05-28",
"113923247","조이풀:바깥 세계로부터 충만해지는 내면의 즐거움","잉그리드 페텔 리 지음;서영조 옮김","한국경제신문","2019","9788947544689","","0","","325.211","1","2","2019-05-28",
"113923246","이 문장은, 내 삶을 완전히 바꾸어 놓았다 ","조 페슬러 지음 ;홍한별 옮김","위즈덤하우스","2019","9791189938031","","0","","844","1","3","2019-05-28",
"113923245","초독서","김효주","유노북스","2019","9791189279486","","","","","0","0","2019-05-28",
"113923244","매일 아침 지하철에서 모르는 여자가 말을 건다 :유즈키 아사코 소설 ","지은이: 유즈키 아사코 ;옮긴이: 권남희","이봄","2019","9791188451425","","0","","833.6","1","2","2019-05-28",
"113923243","여자 둘이 살고 있습니다 :혼자도 결혼도 아닌, 조립식 가족의 탄생 ","지은이: 김하나;황선우","위즈덤하우스","2019","9791189709815","","0","","818","1","12","2019-05-28",
"113923242","메이드 인 강남 =:주원규 장편소설 =Made in Gangnam :","지은이: 주원규","자음과모음","2019","9788954439725","","0","","813.7","1","4","2019-05-28",
"113923241","세월 ","지은이: 아니 에르노 ;옮긴이: 신유진","1984Books","2019","9791196632403","","0","","843.9","1","2","2019-05-28",
"113923240","이사도라 문, 생일 파티를 열다","해리엇 먼캐스터","을파소","2019","9788950977948","","","","","0","0","2019-05-28",
"113923239","전설의 가위바위보 ","드류 데이월트 글 ;애덤 렉스 그림 ;송예슬 옮김","다림","2019","9788961771887","","7","","843","1","8","2019-05-28",
"113923238","나는 개다 ","백희나 글, 그림","책읽는곰","2019","9791158361365","","","","808.9","1","12","2019-05-28",
"113923237","공부 자존감의 힘 :스스로 공부하는 아이의 결정적 조건 ","김지나 지음","북하우스 퍼블리셔스","2019","9791164050161","","1","","371.3","1","8","2019-05-28",
"113923236","집에는 규칙이 있어요! ","글: 로랑스 살라윈 ;그림: 질 라파포르 ;옮김: 맹슬기","내인생의책","2019","9791157234332","","7","","863","1","3","2019-05-28",
"113923235","맨발의 소녀 ","킴벌리 브루베이커 브래들리 지음 ;이계순 옮김","라임","2019","9791189208219","","4","","843","1","4","2019-05-28",
"113923234","불황이지만 돈을 불리고 있습니다 :어떤 상황에서도 별 수 있는 '재테크 기초체력' 만들기 ","달시기;월천대사 지음","매일경제신문사(매경출판주식회사)","2019","9791155425824","","0","","332.6","1","6","2019-05-28",
"113923233","초등 글쓰기 비밀수업 :아이의 생각과 감정을 열어주는 글 선생의 진짜 글쓰기 비법 ","권귀헌 지음","서사원","2019","9791196533052","","1","","808","1","8","2019-05-28",
"113923232","잠수네 초등 1, 2학년 공부법 :영어·수학·국어 ","이신애 지음","RHK(알에이치코리아)","2019","9788925565545","","0","","372.13","1","11","2019-05-28",
"113923231","청소년 진로 독서 인문학 :꿈을 찾는 청소년들을 위한 아주 특별한 독서수업 ","강정숙;고은영;이가윤;전영경 지음","해오름","2019","9788990463180","","1","","028.5","1","4","2019-05-28",
"113538762","일기로 시작하는 술술 글쓰기","이향안 글;박지영 그림","다락원","2019","9788927747239","","6","","802","1","1","2019-04-24",
"113512706","보이거나 안 보이거나","요시타케 신스케 글 그림;이토 아사 자문;고향옥 옮김","","2019","9798964963999","","7","","833.8","1","11","2019-04-24",
"113512705","104층 나무 집","앤디 그리피스 지음;테리 덴톤 그림;신수진 옮김","시공주니어","2019","9788952795090","","7","8","843","1","13","2019-04-24",
"113512704","와글와글 독서클럽:청소년이 꼭 읽어야 할 문학 필독서 12","강영준 지음","북트리거","2019","9791189799038","","4","","029.1","1","6","2019-04-24",
"113462964","우주로 가는 계단 ","전수경 글 ;소윤경 그림","창비","2019","9788936443030","","7","","813.8","1","11","2019-04-24",
"113462963","내 멋대로 동생 뽑기","최은옥 글 ;김무연 그림","주니어김영사","2019","9788934994947","","7","","813.8","1","17","2019-04-24",
"113462962","레기, 내 동생","최도영","비룡소","2019","9788949161983","","","","808.9","1","9","2019-04-24",
"113462961","보이거나 안 보이거나","요시타케 신스케 지음, 고향옥 옮김, 이토 아사 자문","토토북","2019","9788964963999","","","","","0","0","2019-04-24",
"113462960","나랑 같이 밥 먹을래?","김주현 지음, 홍선주 그림","만만한책방","2019","9791189499044","","","","","1","1","2019-04-24",
"113462959","뻔뻔한 가족 ","박현숙 글 ;정경아 그림","서유재","2019","9791189034092","","7","","813.7","1","11","2019-04-24",
"113462958","세상을 바꾸는 50가지 작은 혁명","피에르도메니코 바칼라리오;페데리코 타디아  지음;안톤지오나타 페라리 그림;김현주 옮김","썬더키즈","","9791196362065","","7","","325","1","4","2019-04-24",
"113462957","생각의 힘을 키우는 철학이야기","페테르 엑베리 지음;옌스 알봄 그림;JD 공작소 옮김","함께자람(교학사)","2019","9788909206907","","7","","100","1","6","2019-04-24",
"113462956","생명을 위협하는 공기 쓰레기, 미세먼지 이야기","박선희","팜파스","2019","9791170262336","","","","031","1","9","2019-04-24",
"113462955","아무것도 가르치지 않는 선생님 ","셰인 페이슬리 글 ;전지숙 옮김","책과콩나무","2019","9791186490914","","7","","843","1","12","2019-04-24",
"113462954","너무 많이 가르치는 선생님 ","셰인 페이슬리 글 ;전지숙 옮김","책과콩나무","2019","9791189734008","","7","","843","1","8","2019-04-24",
"113462953","우리 동네 ","동시: 하종오 ;그림: 김홍비","현북스","2019","9791157411504","","7","","811.8","1","3","2019-04-24",
"113462952","104층 나무 집","앤디 그리피스 지음, 테리 덴톤 그림","시공주니어","2019","9788952795090","","","","","0","0","2019-04-24",
"113462951","망나니 공주처럼","이금이 지음;고정순 그림","사계절","2019","9791160944570","","","","808.9","1","2","2019-04-24",
"113462950","미래를 달리는 로봇","박종원.이성혜 지음","꿈결","2019","9791188260690","","","","","1","3","2019-04-24",
"113462949","오늘의 10번 타자","문은아 지음 ;정현 그림","웅진주니어","2019","9788901229638","","","","813.6","1","3","2019-04-24",
"113462948","귀신 친구 하나 사귈래요?","이경혜 지음, 정수 그림","바우솔","2019","9788983897862","","","","","1","5","2019-04-24",
"113462946","수상한 도서관","박현숙 지음, 장서영 그림","도서출판 북멘토","2019","9788963192956","","","","","1","9","2019-04-24",
"113462943","코딱지 대장 버티 2","데이비드 로버츠 그림, 앨런 맥도널드 글, 고정아 옮김","아이들판","2019","9788957340769","","","","","1","8","2019-04-24",
"113462942","코딱지 대장 버티 1","데이비드 로버츠 그림, 앨런 맥도널드 글, 고정아 옮김","아이들판","2019","9788957340752","","","","","1","6","2019-04-24",
"113462941","도서관으로 간 씨앗 ","최봄 글 ;박다솜 그림","가문비(어린이가문비)","2019","9788969022035","","7","","813.7","1","4","2019-04-24",
"113462940","책상 도깨비의 왕따 탈출기","신미애 지음, 박선미 그림","가문비(어린이가문비)","2019","9788969022073","","","","","1","3","2019-04-24",
"113462939","시간 좀 주면 안 잡아먹지 ","도희주 글 ;임미란 그림","가문비(어린이가문비)","2019","9788969022066","","7","","813.7","1","5","2019-04-24",
"113462938","저도 과학은 어렵습니다만:털보 과학관장과 함께라면 온 세상이 과학","이정모 지음","바틀비","2019","9791196486945","","0","","404","1","5","2019-04-24",
"113462937","술 취한 원숭이","로버트 더들리","궁리","2019","9788958205760","","","","","1","1","2019-04-24",
"113462936","스킨케어 바이블 :원인 없는 트러블은 없다 :우리가 알아야 할 피부의 거의 모든 것 ","지은이: 안잘리 마토 ;옮긴이: 신예용","윌북","2019","9791155812068","","1","","593.246","1","5","2019-04-24",
"113462935","한국 괴물 백과","곽재식 지음;이강훈 그림","Workroom(워크룸 프레스)","2019","9791189356118","","0","","388.2","1","3","2019-04-24",
"113462934","12가지 인생의 법칙 :혼돈의 해독제 ","조던 B. 피터슨 지음 ;이선 밴 스키버 그림 ;강주헌 옮김","메이븐","2019","9791196067694","","","","199.1","1","10","2019-04-24",
"113462933","스틸 미 ","조조 모예스 지음 ;공경희 옮김","살림","2019","9788952240194","","0","","843.6","1","6","2019-04-24",
"113462932","시간이 보이니?","페르닐라 스탈펠트 글·그림;우순교 옮김","시금치","2018","9788992371568","","7","","111.8","1","2","2019-04-24",
"113462931","어른의 연애 :우리의 지난 연애가 이별의 이름으로 사랑을 찾아가는 순간 ","한나 지음","유노북스","2019","9791189279356","","0","","818","1","4","2019-04-24",
"113462930","이제껏 너를 친구라고 생각했는데 :친구가 친구가 아니었음을 깨달은 당신을 위한 관계심리학 ","성유미 지음","인플루엔셜","2019","9791186560952","","0","","189.2","1","4","2019-04-24",
"113462929","초등학생이 알아야 할 숫자, 컴퓨터와 코딩 100가지","앨리스 제임스;에디 레이놀즈;미나 레이시;로즈 홀;알렉스 프리스 지음;페데리코 마리아니;파르코 폴로;쇼 닐슨 그림;배장열 옮김","어스본코리아","2019","9791188454266","","","","005.1","1","7","2019-04-24",
"113462928","연필로 쓰기 :김훈 산문 ","지은이: 김훈","문학동네","2019","9788954655699","","0","","814.7","1","6","2019-04-24",
"113462927","열세 번째 배심원 :스티브 캐버나 장편소설 ","지은이: 스티브 캐버나 ;옮긴이: 서효령","더난콘텐츠그룹","2019","9791158791070","","0","","843.6","1","6","2019-04-24",
"113462926","나의 영어 사춘기 100시간:영어 왕초보들의 기적의 영어 탈출기!,:영어 몰입 실전편","이시원 [지음]","시원스쿨닷컴","2019","9791161501857","","1","","747.5","1","9","2019-04-24",
"113462925","나의 영어사춘기:대한민국 영포자들의 8주 영어 초보 탈출 프로젝트 ","이시원 지음","에스제이더블유인터내셔널","2017","9791161500973","","","","747.5","1","8","2019-04-24",
"113462924","레지스탕스 (이우 장편소설)","이우","몽상가들","2018","9791196218102","","","","","1","1","2019-04-24",
"113462923","할아버지의 위대한 탈출 ","데이비드 윌리엄스 글 ;토니 로스 그림 ;민지현 옮김","크레용하우스","2018","9788955475654","","7","","843","1","7","2019-04-24",
"113462922","숨은 신발 찾기","은영 지음 ;이지은 그림","문학동네어린이","2019","9788954654722","","7","","813.8","1","3","2019-04-24",
"113462921","대한민국 청약지도 :한 권으로 끝내는 청약 당첨 전략의 모든 것 ","정지영 지음","다산북스","2019","9791130621128","","0","","327.87","1","9","2019-04-24",
"113462920","연애하지 않을 권리 :혼자서도 완벽한 행복을 위한 선택 ","엘리 지음","카시오페아","2019","9791188674466","","0","","818","1","2","2019-04-24",
"113462919","다시 부동산을 생각한다 :부동산 규제 시대, 세그먼트가 답이다 ","채상욱 지음","라이프런","2019","9791196625900","","0","","327.87","1","9","2019-04-24",
"113462918","엄마의 첫 심리 공부 :자녀 관계, 부부 관계부터 고독감, 자존감까지 ","강현식 지음","유노북스","2019","9791189279295","","0","","189.24","1","7","2019-04-24",
"113462917","13번째 증언 (2009년 3월 7일, 그 후 10년)","윤지오","가연","2019","9788968970474","","","","","1","1","2019-04-24",
"113462916","와글와글 독서클럽:청소년이 꼭 읽어야 할 문학 필독서 12","강영준 지음","","2019","9781189799046","","","","029.1","1","4","2019-04-24",
"113462915","인어가 잠든 집 ","지은이: 히가시노 게이고 ;옮긴이: 김난주","재인","2019","9788990982773","","0","","833.6","1","12","2019-04-24",
"113462914","나는 매주 시체를 보러 간다 :서울대학교 최고의 '죽음'강의 ","유성호 지음","21세기북스(북이십일 21세기북스)","2019","9788950979409","","0","","517.96","1","6","2019-04-24",
"113462913","혈압을 낮추는 최강의 방법 (30년간×24시간 자신의 혈압을 측정한 전문의가 밝힌 혈압 내리기)","와타나베 요시히코","청홍(지상사)","2019","9788990116895","","","","","1","2","2019-04-24",
"113462912","와글와글 독서클럽 (문학)","강영준","","2019","9781189799039","","","","","0","0","2019-04-24",
"113066828","아가씨와 밤:기욤 뮈소 장편소설","기욤 뮈소 지음;양영란 옮김","밝은세상","2019","9788984373617","","0","","863","1","9","2019-03-24",
"113066827","90년생이 온다:간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는","임홍택 지음","Whale Books(웨일북)","2018","9791188248674","","0","","331.23","1","9","2019-03-24",
"113066826","명견만리 :모두를 위한 공존의 시대를 말하다","KBS <명견만리> 제작팀 지음","인플루엔셜","2019","9791186560976","","0","","331.544","1","6","2019-03-24",
"113066825","머리를 비우는 나만의 1분","와타나베 아이코 지음;정윤아 옮김","반니라이프","2019","9791189653088","","0","","186.5","1","3","2019-03-24",
"113066824","공학이 필요한 시간 :우리는 어떻게 공학의 매력에 깊이 빠져드는가 ","이인식 기획 ;이인식;김원희;김윤영;김평원;문승현;박봉규;백승구;서기선;석영중;송양민;안현실;양향자;윤세미;이연;전길자;정경원;조숙경;최광웅;최수환;한기호","다산사이언스(다산북스)","2019","9791130620213","","0","","530.04","1","1","2019-03-24",
"113066823","아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ","제임스 클리어 지음 ;이한이 옮김","비즈니스북스","2019","9791162540640","","0","","181.845","1","12","2019-03-24",
"113066822","말의 내공 :사람을 끌어당기는 동서양 고전의 화술 ","신도현;윤나루 지음","행성B(행성비)","2019","9791187525868","","0","","104","1","2","2019-03-24",
"113066821","마력의 태동 ","히가시노 게이고 지음 ;양윤옥 옮김","KADOKAWA","2019","9784041067390","","0","","833.6","1","10","2019-03-24",
"113066820","우리의 관계를 생각하는 시간 :노력해도 괴로운 당신을 위한 관계 심리학 ","에린 K. 레너드 지음 ;박지선 옮김","빌리버튼","2019","9791188545445","","0","","189.2","1","6","2019-03-24",
"113066819","나는 내가 행복했으면 좋겠어 :이미 충분히 행복하지만 행복한 줄 모르는 사람들에게 ","앨릭스 파머 지음 ;구세희 옮김","포레스트북스","2019","9791189584122","","0","","189","1","4","2019-03-24",
"113066818","남자, 친구","표종록; 천성일 공저","한국물가정보","2019","9791188096893","","0","","818","1","2","2019-03-24",
"113066817","김란사, 왕의 비밀문서를 전하라! :독립운동과 여성 교육에 앞장선, 유관순의 스승 ","글·그림: 황동진","초록개구리","2019","9791157820740","","7","","998.9","1","3","2019-03-24",
"113066816","공부머리 독서법:실현 가능하고 지속 가능한 독서 교육의 모든 것","최승필 지음","책구루","2019","9791196316808","","","","029.8","1","13","2019-03-24",
"113066815","우리 아이 마침내 독서 독립 :0세부터 시작하는, 책 읽는 아이로 키우는 독서법 ","깔루아 지음","책밥","2018","9791186925591","","0","","029.8","1","2","2019-03-24",
"113066814","단지 결혼을 하고 싶은 건데 이게 다 무슨 일이래요 :서양수 결혼 에세이 ","지은이: 서양수","달","2019","9791158160913","","0","","332.2204","1","2","2019-03-24",
"113066813","이사도라 문","해리엇 먼캐스터 지음 ;심연희 옮김","을파소","2018","9788950977917","","7","1","843","1","9","2019-03-24",
"113066812","이사도라 문. 2, 캠핑을 떠나다","해리엇 먼캐스터 지음;심연희 옮김","을파소","2019","9788950977924","","7","2","843","1","8","2019-03-24",
"113066811","이사도라 문. 3, 발레 공연을 보다","해리엇 먼캐스터","을파소","2019","9788950977931","","7","3","843","1","8","2019-03-24",
"113066810","철학은 어떻게 삶의 무기가 되는가 :불확실한 삶을 돌파하는 50가지 생각 도구","야마구치 슈 지음;김윤경 옮김","다산북스","2019","9791130620459","","0","","100","1","11","2019-03-24",
"113066809","진화의 배신 :착한 유전자는 어째서 살인 기계로 변했는가 ","리 골드먼 지음 ;김희정 옮김","부키","2019","9788960516915","","0","","471.2","1","7","2019-03-24",
"113066808","(趙廷來 大河小設) 태백산맥 2=太白山脈","조정래 지음","해냄출판사","2018","9788973377954","9788973377930","0","","813.6","1","3","2019-03-24",
"113066807","(만화로 보는) 성차별의 역사 ","글·그림: 솔다드 브라비 ;글: 도로테 베르네르 ;옮김: 맹슬기","한빛비즈","2019","9791157843121","","0","","337.2","1","6","2019-03-24",
"113066806","(설민석의)한국사 대모험","글: 설민석;스토리박스;그림: 정현희","아이휴먼","2018","9791188874026","","7","2","911","1","23","2019-03-24",
"112955032","아가씨와 밤 (기욤 뮈소 장편소설)","기욤 뮈소","밝은세상","2018","9788984373624","","","","","0","0","2019-03-24",
"112955031","(인지심리학자 김경일 교수가 제안하는) 십 대를 위한 공부 사전 ","글쓴이: 김경일","다림","2018","9788961771863","","1","","373","1","4","2019-03-24",
"112955030","거지 소녀 :앨리스 먼로 소설 ","지은이: 앨리스 먼로 ;옮긴이: 민은영","문학동네","2019","9788954655088","","0","","843.5","1","4","2019-03-24",
"112955029","중년, 잠시 멈춤:나를 위해 살아가기로 결심한 여자들을 위하여","마리나 벤저민 지음;이은숙 옮김","웅진씽크빅","2018","9788901226057","","","","199.6","1","3","2019-03-24",
"112955028","커피 얼룩의 비밀","송현수 지음","MID(엠아이디)","2019","9791187601821","","0","","422","1","4","2019-03-24",
"112955027","90년생이 온다","임홍택","","2018","9781188248675","","","","","0","0","2019-03-24",
"112955026","명견만리 (불평등,병리,금융,지역 편,모두를 위한 공존의 시대를 말하다)","KBS 〈명견만리〉 제작진","","2019","9781186560977","","","","","0","0","2019-03-24",
"112955025","머리를 비우는 나만의 1분","와타나베 아이코","","2019","9781189653089","","","","","0","0","2019-03-24",
"112955024","공학이 필요한 시간","이인식","","2019","9781130620214","","","","","0","0","2019-03-24",
"112955023","아주 작은 습관의 힘 (최고의 변화는 어떻게 만들어지는가)","제임스 클리어","Kessinger Publishing","2019","9781162540641","","","","","0","0","2019-03-24",
"112955022","영원한 외출 :마스다 미리 에세이 ","지은이: 마스다 미리 ;옮긴이: 권남희","이봄","2018","9791188451401","","0","","895.648","1","3","2019-03-24",
