관리번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"99408962","청소년 창업 시뮬레이션","이지형;여수아 [공]지음","교보문고(교재)","2017","9791159095627","","","","372.68","1","0","2017-12-03",
"99408961","영재학교 준범이의 수학 비법 노트","이무강 지음","타임북스","2017","9788928638857","","4","","410","1","0","2017-12-03",
"99408960","블랙홀의 사생활:블랙홀을 둘러싼 사소하고 논쟁적인 역사","마샤 바투시액 지음;이충호 옮김","지상의 책","2017","9791196178611","","0","","443.8875","1","0","2017-12-03",
"99408959","구봉구는 어쩌다 수학을 좋아하게 되었나","민성혜 지음","갈매나무","2015","9788993635607","","0","","410","1","0","2017-12-03",
"99408958","(십대에게 들려주고 싶은) 밤하늘 이야기","에밀리 윈터번 지음;이충호 옮김","갈매나무","2014","9788993635508","","0","","443","1","0","2017-12-03",
"99408957","지금 지구에 소행성이 돌진해 온다면","플로리안 프라이슈테터 지음;유영미 옮김","갈매나무","2014","9788993635447","","0","","440","1","0","2017-12-03",
"99408956","초파리","마틴 브룩스 지음;이충호 옮김","갈매나무","2013","9788993635430","","0","","476","1","0","2017-12-03",
"99408955","(십대에게 들려주고 싶은)우리 땅 이야기","마경묵...[등]지음","갈매나무","2013","9788993635362","","0","","981.1","1","0","2017-12-03",
"99408954","세상이 던지는 질문에 어떻게 답해야 할까?:생각의 스펙트럼을 넓히는 여덟 가지 철학적 질문","페르난도 사바테르 지음;장혜경 옮김","갈매나무","2012","9788993635287","","0","","160","1","0","2017-12-03",
"99408953","우주의 비밀","아이작 아시모프 지음;이충호 옮김","갈매나무","2011","9788993635201","","0","","443.1","1","0","2017-12-03",
"99408952","소설이 묻고 과학이 답하다","민성혜 지음","갈매나무","2010","9788993635195","","0","","404","1","0","2017-12-03",
"99408951","세상을 바꾼 청소년:1,700만 촛불 한가운데에서 박근혜 퇴진 청소년 촛불혁명","이상현;최서현 [공]지음;21세기청소년공동체희망 엮음","민중의소리","2017","9791185253459","","0","","331.233","1","0","2017-12-03",
"99408950","단위로 읽는 세상","김일선 지음","김영사","2017","9788934979272","","0","","420.71","1","0","2017-12-03",
"99408949","1퍼센트의 희망이라도:긴급구호의 최전선에서 써 내려간 감동의 기록","이용주 씀","양철북","2017","9788963722627","","0","","334.14","1","0","2017-12-03",
"99408948","펭귄도 사실은 롱다리다!:오른팔이 부러져서 왼손으로 쓰고 그린 과학 에세이","이지유 지음","웃는돌고래","2017","9788997715534","","0","","491.51","1","0","2017-12-03",
"99408947","(영화인이 말하는) 영화인:21명의 영화인들이 솔직하게 털어놓은 영화인의 세계","장원석 [외]저","부키","2017","9788960516052","","1","22","372.68","1","0","2017-12-03",
"99408946","(의사가 말하는) 의사:episode 2","이현석...[등]지음;인도주의실천의사협회 엮음","부키","2017","9788960515871","","1","3","372.68","1","0","2017-12-03",
"99408945","아날로그의 반격:디지털, 그 바깥의 세계를 발견하다","데이비드 색스 지음;박상현;이승연 [공]옮김","어크로스","2017","9791160560213","","0","","325.19","1","0","2017-12-03",
"99408944","리얼리스트를 위한 유토피아 플랜:우리가 바라는 세상을 현실에서 만드는 법","뤼트허르 브레흐만 지음;안기순 옮김","김영사","2017","9788934978916","","0","","320","1","0","2017-12-03",
"99408943","새로운 디지털 시대","에릭 슈미트;제러드 코언 [공]저;이진원 옮김","시공사","2013","9788952768872","","1","","325.1","1","0","2017-12-03",
"99408942","4차 산업혁명의 충격:과학기술 혁명이 몰고올 기회와 위협","클라우스 슈밥 [외]지음;포린 어페어스 엮음;김진희;손용수;최시영 [공]옮김","흐름출판","2016","9788965961932","","0","","331.5412","1","0","2017-12-03",
"99408941","완벽한 공부법:모든 공부의 최고 지침서","고영성;신영준 [공]지음","Rok Media(로크미디어)","2016","9791160486735","","0","","373.4","1","0","2017-12-03",
"99408940","(인생이 두근거리는) 노트의 마법:전 세계 노트왕에게 배우는 기록의 정석 20","컴투게더 노트연구회 지음;강은혜 옮김","라이팅하우스","2017","9788998075460","","0","","325.2112","1","0","2017-12-03",
"99408939","식품의 과학 지식","일본 뉴턴프레스 편집;강금희 번역","뉴턴코리아","2014","9788955378849","","0","","594","1","0","2017-12-03",
"99408938","(내 몸 살리는) 생활습관","최정인;윤상훈;김범;유남승 [공]저","미다스북스","2017","9788966375455","","0","","519","1","0","2017-12-03",
"99408937","폼롤러 홈 필라테스","이은형 지음","청림Life","2017","9788997195923","","1","","517.32","1","0","2017-12-03",
"99408936","빵을 끊어라","포브스 야요이 지음;노경아 옮김","매일경제신문사","2017","9791155427132","","1","","517.52","1","0","2017-12-03",
"99408935","(몸과 마음을 치유하는) 원정혜의 에콜스 요가:다이어트 편","원정혜 지음","포북","2012","9788993418361","","1","","512.57","1","0","2017-12-03",
"99408934","하루 하나씩 나에게 들려주는 긍정 메시지","사이토 히토리 지음;장인주 옮김","경향BP(경향비피)","2017","9788969522139","","0","","189","1","0","2017-12-03",
"99408933","(인생을 바꿀) 책속의 명언 300:20년 독서 2000권에서 알아낸 통찰의 지혜","최영환 지음","Ritec Contents(리텍 콘텐츠)","2017","9791186151105","","1","","199.8","1","0","2017-12-03",
"99408932","야밤의 공대생 만화","맹기완 지음","뿌리와이파리","2017","9788964620878","","0","","400","1","0","2017-12-03",
"99408931","미쉐린 가이드:서울 2018","[미쉐린 트래블 파트너 편]","미쉐린(MICHELIN)","2017","9782067225121","","","","594.019","1","0","2017-12-03",
"99408930","체질별 식이요법:음식으로 못 고치는 병은, 약으로도 못 고친다","박수용 지음","한국학술정보","2017","9788926881415","","9","","517.3","1","0","2017-12-03",
"99408929","매일 쌓이는 몸속 독소 배출하기","야시로 아키라 지음;조은아 옮김","정진 Life(정진라이프)","2017","9791196163204","","1","","517.3","1","0","2017-12-03",
"99408928","스탠퍼드식 최고의 수면법:적게 자도 피곤하지 않은 90분 숙면의 기적","니시노 세이지 지음;조해선 옮김","북라이프","2017","9791185459912","","0","","517.31","1","0","2017-12-03",
"99408927","하루하루가 이별의 날","프레드릭 배크만 지음;이은선 옮김","다산북스","2017","9791130613208","","0","","859.7","1","0","2017-12-03",
"99408926","너의 기억을 지워줄게","웬디 워커 지음;김선형 옮김","북로그컴퍼니","2017","9791187292647","","0","","843","1","0","2017-12-03",
"99408925","드라이:죽음을 질투한 사람들","제인 하퍼 지음;남명성 옮김","RHK(알에이치코리아)","2017","9788925562087","","0","","843","1","0","2017-12-03",
"99408924","봄철 한정 딸기 타르트 사건","요네자와 호노부 지음;김선영 옮김","엘릭시르","2016","9788954640268","","0","","833.6","1","0","2017-12-03",
"99408923","여름철 한정 트로피컬 파르페 사건","요네자와 호노부 저;김선영 역","엘릭시르","2016","9788954642651","","0","","833.6","1","0","2017-12-03",
"99408922","가을철 한정 구리킨톤 사건","요네자와 호노부 지음;김선영 옮김","엘릭시르","2017","9788954645065","9788954640251","0","1","833.6","1","0","2017-12-03",
"99408921","가을철 한정 구리킨톤 사건","요네자와 호노부 지음;김선영 옮김","엘릭시르","2017","9788954645072","9788954640251","0","2","833.6","1","0","2017-12-03",
"99408920","비터스위트 루나틱스:우지혜 장편소설","우지혜 지음","신영미디어","2017","9791132535263","","0","","813.7","1","0","2017-12-03",
"99408919","11336:우지혜 장편소설","우지혜 지음","신영미디어","2017","9791132561309","","0","","813.7","1","0","2017-12-03",
"99408918","추억의 시간을 수리합니다","다니 미즈에 지음;김해용 옮김","예담","2017","9788959135387","9788959138838","0","4","833.6","1","0","2017-12-03",
"99408917","추억의 시간을 수리합니다","다니 미즈에 지음;김해용 옮김","예담 ","2014","9788959138357","","0","1","833.6","1","0","2017-12-03",
"99408916","추억의 시간을 수리합니다","다니 미즈에 지음;김해용 옮김","예담","2015","9788959138708","9788959138838","0","2","833.6","1","0","2017-12-03",
"99408915","추억의 시간을 수리합니다","다니 미즈에 지음;김해용 옮김","예담","2016","9788959139941","9788959138838","0","3","833.6","1","0","2017-12-03",
"99408914","내가 보이니:배영익 장편소설","배영익 지음","네오픽션","2017","9788954437899","","0","","813.7","1","0","2017-12-03",
"99408913","누구나 다 아는, 아무도 모르는","정미진 글;변영근 그림","atnoon books","2017","9791195216192","","0","","813.7","1","0","2017-12-03",
"99408912","밤의 살인자","라그나르 요나손 지음;고유경 옮김","Book Plaza(북플라자)","2017","9788998274788","","0","","859.7","1","0","2017-12-03",
"99408911","밀실의 열쇠를 빌려 드립니다","히가시가와 도쿠야 지음;임희선 옮김","지식여행","2011","9788961091848","","0","","833.6","1","0","2017-12-03",
"99408910","365 네이처:매일 매일 자연과 함께하는 힐링 프로젝트","애너 칼리 지음;박아람 옮김","스타일북스","2017","9791188096442","","1","","590","1","0","2017-12-03",
"99408909","KBS 생생정보 살림법:생활비 절반으로 줄이는 초절정 살림 노하우","KBS2TV 생생정보 살림법 제작진 지음","","2017","9788997686834","","1","","591","1","0","2017-12-03",
"99408908","보이지 않는 고통:노동자의 목소리에 귀 기울이는 어느 과학자의 분투기","캐런 메싱 지음;김인아;김규연;김세은;이현석;최민 [공]옮김","동녘","2017","9788972979012","","0","","517.92","1","0","2017-12-03",
"99408907","그렇게 쓰여 있었다:마스다 미리 에세이","마스다 미리 지음;박정임 옮김","이봄","2017","9791188451043","","0","","834","1","0","2017-12-03",
"99408906","모멸의 조선사:지배권력에 맞선 백성의 열가지 얼굴","조윤민 지음","글항아리","2017","9788967354558","","0","","911.05","1","0","2017-12-03",
"99408905","모든 것의 기원:예일대 최고의 과학 강의","데이비드 버코비치 지음;박병철 옮김","책세상","2017","9791159311314","","0","","443.1","1","0","2017-12-03",
"99408904","(EBS 특별기획) 통찰:예리한 관찰로 동서고금을 꿰뚫어보다","EBS 특별기획 통찰 제작팀 지음","베가북스","2017","9791186137567","","0","","001","1","0","2017-12-03",
"99408903","사람의 부엌:냉장고 없는 부엌을 찾아서","류지현 지음","낮은산","2017","9791155250822","","0","","381.7","1","0","2017-12-03",
"99408902","생태부엌:냉장고와 헤어진 어느 부부의 자급자족 라이프","김미수 지음","콤마","2017","9791188253005","","0","","594.6","1","0","2017-12-03",
"99408901","냉장고를 부탁해:Best recipe book","JTBC <냉장고를 부탁해> 제작팀 지음","중앙books(중앙북스)","2015","9788927806837","","1","","594.5","1","0","2017-12-03",
"99408900","베이킹은 과학이다:츠지제과전문학교 교수들이 알려주는 기본 반죽과 재료에 대한 Q&A 231","나카야마 히로노리;기무라 마키코 [공]저;황세정 옮김","터닝포인트","2017","9791161340098","","1","","594.71","1","0","2017-12-03",
"99408899","백종원이 추천하는 집밥 메뉴 55","백종원 지음","서울문화사","2017","9788926366028","","1","","594.51","1","0","2017-12-03",
"99408898","곤충의 통찰력:해충이 우리에게 가르쳐주는 것들","길버트 월드바우어 지음;김홍옥 옮김","에코리브르","2017","9788962631616","","0","","495.2","1","0","2017-12-03",
"99408897","경이로운 반딧불이의 세계","새라 루이스 지음;김홍옥 옮김","에코리브르","2017","9788962631623","","0","","495.7","1","0","2017-12-03",
"99408896","진정한 심플라이프, 휘바 핀란드","모니카 루꼬넨 지음;세키구치 린다 편;박선형 옮김","북클라우드","2017","9791158461652","","0","","590.9236","1","0","2017-12-03",
"99408895","라곰:스웨덴식 행복의 비밀","롤라 오케르스트룀 지음;하수정 옮김","웅진지식하우스","2017","9788901219455","","0","","199.1","1","0","2017-12-03",
"99408894","웹을 뒤바꾼 아이디어 100","짐 볼턴 지음;홍석윤 옮김","시드포스트(SEEDPOST)","2017","9788967940959","","0","","004.58","1","0","2017-12-03",
"99408893","그림탐닉","박정원 지음","소라주","2017","9791186339312","","0","","650.4","1","0","2017-12-03",
"99408892","교열걸:미야기 아야코 장편소설","미야미 아야코 지음;김은모 옮김","arte(아르테)","2017","9788950971236","9788950971229","0","2","833.6","1","0","2017-12-03",
"99408891","인생단어:변화를 이끄는 긍정적인 사람의 한 마디","존 고든 지음","KMAC","2017","9788993354904","","1","","325.24","1","0","2017-12-03",
"99408890","인플레이션:부의 탄생, 부의 현재, 부의 미래","하노 벡;우르반 바허;마르코 헤르만 [공]저;강영옥 옮김","다산북스","2017","9791130614687","","0","","321.92","1","0","2017-12-03",
"99408889","(세계 곳곳 아주 특별한) 카페 앤 커피하우스","빅셔너리 지음;김지혜 옮김","책읽는 수요일","2017","9791188096411","","1","","594.82","1","0","2017-12-03",
"99408888","프랑스 자수 스티치 200","일본 보그사 지음;김수연 옮김","경향미디어","2017","9788965181040","","1","","636.5","1","0","2017-12-03",
"99408887","레버리지:자본주의 속에 숨겨진 부의 비밀","롭 무어 지음;김유미 옮김","다산북스","2017","9791130612249","","1","","327.04","1","0","2017-12-03",
"99408886","옵션 B","셰릴 샌드버그;애덤 그랜트 [공]저;안기순 옮김","와이즈베리","2017","9788937888984","","0","","182.3","1","0","2017-12-03",
"99408885","천재에 대하여:고대부터 현재까지 천재와 천재성에 관한 모든 것","대린 M. 맥마흔 지음;추선영 옮김","시공사","2017","9788952779458","","0","","181.11","1","0","2017-12-03",
"99408884","함부로 말할 수 없다:허영한 사진 에세이","허영한 지음","새움","2017","9791187192619","","0","","660.4","1","0","2017-12-03",
"99408883","나는 염소가 처음이야:김숨 소설","김숨 지음","문학동네","2017","9788954648660","","0","","813.7","1","0","2017-12-03",
"99408882","커버링","켄지 요시노 지음;김현경;한빛나 [공]옮김","민음사","2017","9788937434679","","9","","334","1","0","2017-12-03",
"99408881","내가 얼마나 만만해 보였으면","전대진 지음","Wmedia(더블유미디어)","2017","9791188476039","","0","","818","1","0","2017-12-03",
"99408880","가끔, 오늘이 참 놀라워서","황선미 지음","예담","2017","9788959135875","","0","","818","1","0","2017-12-03",
"99408879","교열결:미야기 아야코 장편소설","미야기 아야코 지음;김은모 옮김","Arte(북이십일 아르테)","2017","9788950971229","","0","1","833.6","1","0","2017-12-03",
"99408878","타임머신:최영만 장편소설","최영만 지음","북랩","2017","9791159878244","","0","","813.7","1","0","2017-12-03",
"99408877","지극히 사소한, 지독히 아득한:임영태 소설","임영태 지음","마음서재","2017","9788965705239","","0","","813.7","1","0","2017-12-03",
"99408876","현남 오빠에게","조남주 [외]저","다산책방","2017","9791130614779","","0","","813.7","1","0","2017-12-03",
"99408875","아침이 온다:츠지무라 미즈키 장편소설","츠지무라 미즈키 지음;이정민 옮김","Mongsil Books(몽실북스)","2017","9791195704866","","0","","833.6","1","0","2017-12-03",
"99408874","처음 시작하는 한국사 세계사:근대.현대 편","송영심 지음","글담출판","2017","9791186650394","","4","","909","1","0","2017-12-03",
"99408873","(IQ 148을 위한) 멘사 아이큐 테스트:대한민국 2％를 위한 두뇌유희 퍼즐","해럴드 게일;캐롤린 스키트 [공]지음;지형범 옮김","보누스","2017","9788964943243","","0","","691","1","0","2017-12-03",
"99408872","(IQ148을 위한) 멘사코리아 수학 퍼즐","멘사코리아 퍼즐위원회;오정환;원성두;지형범 [공]저;최윤선 일러스트","보누스","2017","9788964943076","","0","","410","1","0","2017-12-03",
"99408871","(IQ 148을 위한) 멘사 시각 퍼즐:대한민국 2％를 위한 두뇌유회 퍼즐","존 브렘너 지음;지형범 옮김","보누스","2017","9788964942918","","0","","691","1","0","2017-12-03",
"99408870","(IQ 148을 위한) 멘사 수학 퍼즐","해럴드 게일 지음;최가영 옮김","보누스","2017","9788964942901","","0","","410","1","0","2017-12-03",
"99408869","(IQ 148을 위한) 멘사 논리 퍼즐:대한민국 2％를 위한 두뇌유회 퍼즐","필립 카터;켄 러셀 [공]지음;최가영 옮김","보누스","2017","9788964942840","","0","","691","1","0","2017-12-03",
"99408868","(IQ 148을 위한) 두뇌력 퍼즐","다고 아키라 지음;장은정 옮김","보누스","2016","9788964942680","","0","","691","1","0","2017-12-03",
"99408867","(IQ 148을 위한) 추리력 퍼즐","다고 아키라 지음;장은정 옮김","보누스","2016","9788964942697","","0","","691","1","0","2017-12-03",
"99408866","(IQ 148을 위한) 멘사 사고력 퍼즐","필립 카터;켄 러셀;존 브렘너 [공]지음","보누스","2017","9788964942666","","0","","691","1","0","2017-12-03",
"99408865","(IQ 148을 위한) 멘사 수학 퍼즐 디스커버리:대한민국 2％를 위한 두뇌유회 퍼즐","데이브 채턴;캐롤린 스키트 [공]지음;권태은 옮김","보누스","2016","9788964942598","","0","","691","1","0","2017-12-03",
"99408864","(IQ 148을 위한) 멘사 추리 퍼즐","데이브 채턴;캐롤린 스키트 [공]지음","보누스","2016","9788991360389","","0","","691","1","0","2017-12-03",
"99408863","공간 추리 퍼즐","무라카미 료이치 지음;이나바 나오키 퍼즐 문제 구성;장은정 옮김","그린페이퍼","2017","9791187499077","9791187499060","1","1","691","1","0","2017-12-03",
"99408862","공간 추리 퍼즐","무라카미 료이치 지음;이나바 나오키 퍼즐 문제 구성;장은정 옮김","그린페이퍼","2017","9791187499084","9791187499060","1","2","691","1","0","2017-12-03",
"99408861","창의성을 타고나다","스콧 배리 카우프만;캐롤린 그레고어 [공]저;정미현 옮김","클레마지크","2017","9791195968626","","0","","181.53","1","0","2017-12-03",
"99408860","기적의 뇌 사용법","마크 티글러 지음;김경섭;최인식 [공]옮김","김영사","2016","9788934974475","","1","","181.44","1","0","2017-12-03",
"99408859","잃어버린 창의성을 찾아서:8일간의 창의성","모기룡 지음","글로세움","2016","9791186578308","","0","","181.5","1","0","2017-12-03",
"99408858","낢이 사는 이야기","서나래 글·그림","형설라이프","2011","9788992984669","","0","2","818","1","0","2017-12-03",
"99408857","낢이 사는 이야기","서나래 글·그림","형설라이프","2011","9788992984850","9788992984348","0","3","818","1","0","2017-12-03",
"99408856","낢이 사는이야기","서나래 글.그림","형설라이프","2012","9788966210053","9788992984348","0","4","818","1","0","2017-12-03",
"99408855","어떤 날","강윤정...[등]지음","북노마드","2016","9791186561294","9788997835157","0","7","818","1","0","2017-12-03",
"99408854","어떤 날","강윤정...[등]지음","북노마드","2015","9791186561102","9788997835157","0","6","818","1","0","2017-12-03",
"99408853","어떤 날","강윤정...[등]지음","북노마드","2013","9788997835379","9788997835157","0","4","818","1","0","2017-12-03",
"99408852","어떤 날","강윤정 [외]글·사진","북노마드","2013","9788997835317","9788997835157","0","3","818","1","0","2017-12-03",
"99408851","어떤 날","김민채 [외]글·사진","북노마드","2013","9788997835232","9788997835157","0","2","818","1","0","2017-12-03",
"99408850","일단 오늘은 나한테 잘합시다:어쩐지 의기양양 도대체 씨의 띄엄띄엄 인생 기술","도대체 지음","예담","2017","9788959135592","","0","","818","1","0","2017-12-03",
"99408849","내 삶에 날개를 달아준 교환학생","김다영 글·사진","에세이퍼블리싱","2012","9788960237186","","0","","818","1","0","2017-12-03",
"99408848","유럽 교환학생 일기","홍지수 글·사진","마음세상","2017","9791156361398","","0","","982.02","1","0","2017-12-03",
"99408847","어서와, 교환학생은 처음이지?","이다예 지음","청년정신","2017","9788958611684","","1","","818","1","0","2017-12-03",
"99408846","미국 고등학교 교환학생 100문 100답","손재호 지음","책읽는귀족","2015","9788997863310","","4","","377.8","1","0","2017-12-03",
"99408845","엄마가 만드는 아이 옷장:3세에서 8세까지 내 아이를 위한 옷 만들기","황정숙 지음","시대인","2017","9791125435358","","1","","592.303","1","0","2017-12-03",
"99408844","맛있는 로푸드:자연이 준 건강한 선물","소나영 지음","시대인","2017","9791125435631","","1","","594.677","1","0","2017-12-03",
"99408843","엄마와 아이의 커플 옷장","손경희 편","시대인","2017","9791125435365","","1","","592.3","1","0","2017-12-03",
"99408842","두 여자의 셀프 인테리어:같은 공간 다른 홈 디자인","김정희;윤순자 [공]지음","시대인","2017","9791125434245","","1","","595.4","1","0","2017-12-03",
"99408841","밀실을 향해 쏴라","히가시가와 도쿠야 지음;임희선 옮김","지식여행","2012","9788961091879","","0","","833.6","1","0","2017-12-03",
"99408840","교환살인에는 어울리지 않는 밤","히가시가와 도쿠야 지음;신주혜 옮김","지식여행","2013","9788961092340","","0","","833.6","1","0","2017-12-03",
"99408839","빨리 명탐정이 되고 싶어","히가시가와 도쿠야 지음;채숙향 옮김","지식여행","2012","9788961092098","","0","","833.6","1","0","2017-12-03",
"99408838","마법사는 완전범죄를 꿈꾸는가","히가시가와 도쿠야 지음;채숙향 옮김","지식여행","2014","9788961092470","","0","","833.6","1","0","2017-12-03",
"99408837","웬수 같은 이웃집 탐정","히가시가와 도쿠야 지음;신주혜 옮김","지식여행","2014","9788961092432","","0","","833.6","1","0","2017-12-03",
"99408836","여기에 시체를 버리지 마세요","히가시가와 도쿠야 지음;채숙향 옮김","지식여행","2013","9788961092197","","0","","833.6","1","0","2017-12-03",
"99408835","어중간한 밀실","히가시가와 도쿠야 지음;채숙향 옮긴","지식여행","2014","9788961092388","","0","","833.6","1","0","2017-12-03",
"99408834","살의는 반드시 세 번 느낀다","히가시가와 도쿠야 지음;한성례 옮김","씨엘북스","2012","9788996733188","","0","","833.6","1","0","2017-12-03",
"99408833","사자가 사는 거리","히가시가와 도쿠야 지음;채숙향 옮김","지식여행","2015","9788961092586","","0","","833.6","1","0","2017-12-03",
"99408832","이제 유괴 따위 안 해:히가시가와 도쿠야 장편소설","히가시가와 도쿠야 지음;현정수 옮김","서울문화사","2012","9788926393321","","0","","833.6","1","0","2017-12-03",
"99408831","메시지 오브 아더스","송성근 지음","들녘","2017","9791159252853","9791159252754","0","2","813.7","1","0","2017-12-03",
"99408830","메시지 오브 아더스","송성근 지음","들녘","2017","9791159252907","9791159252754","0","3","813.7","1","0","2017-12-03",
"99408829","공포의 계곡","아서 코넌 도일 지음;권도희 옮김","엘릭시르","2017","9788954648585","","0","4","843","1","0","2017-12-03",
"99408828","바스커빌 가문의 사냥개","아서 코넌 도일 지음;이은선 옮김","엘릭시르","2017","9788954648592","","0","3","843","1","0","2017-12-03",
"99408827","네 사람의 서명","아서 코넌 도일 지음;권도희 옮김","엘릭시르","2017","9788954648578","","0","2","843","1","0","2017-12-03",
"99408826","주홍색 연구","아서 코넌 도일 지음;이경아 옮김","엘릭시르","2017","9788954648561","","0","1","843","1","0","2017-12-03",
"99408825","딸에게 들려주는 역사 이야기","김형민 지음","푸른역사","2017","9791156120995","9791156120988","0","1","911","1","0","2017-12-03",
"99408824","딸에게 들려주는 역사 이야기","김형민 지음","푸른역사","2017","9791156121008","9791156120988","0","2","911","1","0","2017-12-03",
"99408823","손바닥 위 미술관:교양으로 읽는 명화 하루 한 작품","동요우요우 지음;김준석 옮김","티핑포인트","2017","9791185446400","","0","","650.4","1","0","2017-12-03",
"99408822","블랙홀과 시간여행:아인슈타인의 찬란한 유산","킵 손 지음;박일호 옮김","반니","2016","9791185435909","","0","","420.12","1","0","2017-12-03",
"99408821","(설민석의) 무도 한국사 특강","설민석 지음","휴먼큐브","2017","9791196025892","","0","","911","1","0","2017-12-03",
"99408820","히끄네 집:고양이 히끄와 아부지의 제주 생활기","이신아 지음","야옹서가","2017","9791196174408","","0","","818","1","0","2017-12-03",
"99408819","신경 끄기의 기술:인생에서 가장 중요한 것만 남기는 힘","마크 맨슨 지음;한재호 옮김","갤리온","2017","9788901219943","","0","","199.1","1","0","2017-12-03",
"99408818","세상을 뒤흔든 사상:현대의 고전을 읽는다","김호기 지음","메디치","2017","9791157061037","","0","","029.1","1","0","2017-12-03",
"99408817","인공지능의 시대, 인간을 다시 묻다:철학과 과학을 넘나드는 사고력 강의","김재인 지음","동아시아","2017","9788962621976","","0","","126","1","0","2017-12-03",
"99408816","신과 개와 인간의 마음:도덕적 딜레마에 빠진 마음의 비밀","대니얼 웨그너;커트 그레이 [공]지음;최호영 옮김","추수밭(청림출판)","2017","9791155401149","","0","","181.3","1","0","2017-12-03",
"99408815","불평등의 역사","발터 샤이델 지음;조미현 옮김","에코리브르","2017","9788962631647","","9","","321.81","1","0","2017-12-03",
"99408814","나는 4시간만 일한다:디지털 노마드 시대 완전히 새로운 삶의 방식","팀 페리스 지음;최원형;윤동준 [공]옮김","다른상상","2017","9791185584454","","0","","325.211","1","0","2017-12-03",
"99408813","우리의 이름을 기억하라:미술사가 놓친 위대한 여성 예술가 15인","브리짓 퀸 지음;리사 콩던 그림;박찬원 옮김","아트북스","2017","9788961963015","","0","","600.99","1","0","2017-12-03",
"99408812","춘향전의 인문학:문화적 상상력으로 즐기는 춘향전 10장면","김현주 지음","아카넷","2017","9788957335727","","0","","813.509","1","0","2017-12-03",
"99408811","혼자 사는데 돈이라도 있어야지:나이 드는 게 불안한 월급쟁이 싱글녀를 위한 노후 대비법","윤경희 지음","가나문화콘텐츠","2017","9788957369289","","0","","327.8","1","0","2017-12-03",
"99408810","가까운 날들의 사회학:가장 익숙한 곳에서 발견하는 새로운 생각들","정인호 지음","Whale Books(웨일북)","2017","9791188248094","","0","","330.4","1","0","2017-12-03",
"99408809","(재밌어서 밤새 읽는) 원소 이야기","사마키 다케오 지음;오승민 옮김","더숲","2017","9791186900291","","0","","431.14","1","0","2017-12-03",
"99408808","분배정치의 시대:기본소득과 현금지급이라는 혁명적 실험","제임스 퍼거슨 지음;조문영 옮김","여문책","2017","9791187700128","","9","","321.81","1","0","2017-12-03",
"99408807","생존불안시대, 4차 산업혁명과 기본소득:방향전환이 필요한 시대","원용희 지음","너와나미디어","2017","9788956070940","","0","","331","1","0","2017-12-03",
"99408806","카오스 멍키","안토니오 가르시아 마르티네스 지음;문수민 옮김","비즈페이퍼","2017","9791159311406","","0","","325.1","1","0","2017-12-03",
"99408805","빗소리 몽환도","주수자 저","문학나무","2017","9791156290582","","0","","813.7","1","0","2017-12-03",
"99408804","성모:아키요시 리카코 장편소설","아키요시 리카코 지음;이연승 옮김","한스미디어","2017","9791160071955","","0","","833.6","1","0","2017-12-03",
"99408803","봉제인형 살인사건","다니엘 콜 지음;유혜인 옮김","Book plaza(북플라자)","2017","9788998274931","","0","","843","1","0","2017-12-03",
"99408802","2041 달기지 살인사건","스튜어트 깁스 지음;이도영 옮김","미래인(미래M&B,미래엠앤비)","2017","9788983948281","","0","","843","1","0","2017-12-03",
"99408801","진흙발의 오르페우스:필립 K. 딕 단편집","필립 K. 딕 지음;조호근 옮김","폴라북스","2017","9791188547029","","0","","843","1","0","2017-12-03",
"99408800","타로카드와 어스트랄러지","코린 켄너 지음;이혜안 옮김","물병자리","2017","9788994803425","","0","","188.7","1","0","2017-12-03",
"99408799","서른다섯의 사춘기:일, 사랑, 결혼, 인간관계, 내 인생에 다시 입 맞추고 싶은 서른 너머의 성장통","한기연 지음","팜파스","2017","9791170261773","","0","","183.633","1","0","2017-12-03",
"99408798","오컬트, 마술과 마법:고대 주술부터 현대 마법까지 오컬트 대백과 사전","크리스토퍼 델 지음;장성주 옮김","Sigongart","2017","9788952778635","","0","","187","1","0","2017-12-03",
"99408797","한 권을 읽어도 정약용처럼:초등 인문고전 읽기","이재풍 지음","북포스","2017","9791158150129","","0","","029.8","1","0","2017-12-03",
"99408796","하마터면 깨달을 뻔","크리스 나우바이어 지음;김윤종 옮김","정신세계사","2017","9788935704125","","0","","185.3","1","0","2017-12-03",
"99408795","차라리 혼자 살걸 그랬어","이수경 지음","책이있는마을","2017","9788956392905","","0","","332.22","1","0","2017-12-03",
"99408794","(Lonely planet) 크로아티아","안야 무티치;베스나 마리츠 [외]지음;서주연 [외]옮김","안그라픽스","2014","9788970597348","","1","2","980.24","1","0","2017-12-03",
"99408793","중남미","캐럴린 매카시 [외]취재 및 집필;안그라픽스 편역","안그라픽스","2014","9788970597331","","1","1","980.24","1","0","2017-12-03",
"99408792","세계 예술마을로 떠나다:잃어버린 두근거림을 찾아","천우연 지음","남해의봄날","2017","9791185823201","","0","","600.13","1","0","2017-12-03",
"99408791","도시는 기억이다","주경철 [외]저","서해문집","2017","9788974838836","","9","","920","1","0","2017-12-03",
"99408790","몽생미셸","한주영 글·사진","테라","2017","9788994939667","","1","","982.602","1","0","2017-12-03",
