검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,전체
지역,서울
세부지역,성북구
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-23
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","마법의 설탕 두 조각","미카엘 엔데 글;유혜자 옮김","한길사","2001","","9788935652792","74850","853","13",
"2","짜장 짬뽕 탕수육","김영주 글;고경숙 그림","재미마주","2002","","9788986565522","73810","813.6","12",
"3","임금님의 집 창덕궁 ","최재숙 글 ;달·리 그림","웅진씽크빅","2008","","9788901089874","74900","611","11",
"3","겁쟁이 빌리","앤터니 브라운 글·그림;김경미 옮김","비룡소","2006","","9788949111636","77840","843","11",
"3","바다 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2014","","9788966350278","74830","833.6","11",
"3","100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2009","","9788989863786","73830","833.6","11",
"7","훨훨 간다","권정생 글;김용철 그림","국민서관","2003","","9788911021406","77810","813.6","10",
"7","마법사 똥맨 :송언 동화 ","송언 [지음] ;김유대 그림","창비","2008","","9788936451158","73810","813.6","10",
"7","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ;그림: 홍종현","대한교과서","2006-2008","6","9788937842238","77400","400","10",
"7","개구리네 한솥밥 ","글: 백석 ;그림: 강우근","길벗어린이","2007","","9788955820591","77810","811.8","10",
"11","돼지책","앤서니 브라운 글·그림;허은미 옮김","웅진닷컴","2001","","9788901033518","74840","843","9",
"11","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ;그림: 홍종현","미래엔컬처그룹","2009-2010","11","9788937847639","77400","400","9",
"11","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011-2019","19","9788937847714","77400","400","9",
"11","귀신 선생님과 진짜 아이들 ","남동윤 만화","사계절","2014","","9788958288053","77810","810","9",
"11","엉덩이탐정 :뿡뿡 무지개 다이아몬드를 찾아라! ","트롤 글·그림 ;전경아 옮김","문학수첩리틀북","2016","","9788959761906","77830","833.6","9",
"11","강아지똥 ","글: 권정생 ;그림: 정승각","길벗어린이","2012","","9788986621136","77810","813.6","9",
"11","쿠키 :한 입의 인생 수업 ","글쓴이: 에이미 크루즈 로젠탈 ;옮긴이: 김지선","책읽는곰","2008","","9788996017042","77840","199","9",
"18","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ;그림: 홍종현","미래엔컬처그룹","2009-2010","12","9788937847646","77400","400","8",
"18","어처구니 이야기","박연철 글·그림","비룡소","2006","","9788949101538","77810","813.6","8",
"18","빨강 연필 :신수현 장편동화 ","글쓴이: 신수현 ;그린이: 김성희","비룡소","2011","","9788949121338","74800","813.7","8",
"18","지하철을 타고서","글: 고대영;그림:김영진","길벗어린이","2006","","9788955820461","77810","813.6","8",
"18","눈물바다 ","서현 글·그림","사계절출판사","2009","","9788958284055","77810","813.6","8",
"18","검피 아저씨의 뱃놀이","존 버닝햄 그림.글;이주령 옮김","시공사","1996","","9788972593751","77840","843.8","8",
"18","또야 너구리가 기운 바지를 입었어요:권정생 동화집","권정생 [지음];박경진 그림","우리교육","2006","","9788980401000","73810","813.6","8",
"18","으악, 도깨비다!","손정원 글;유애로 그림","느림보","2002","","9788987504568","77810","813.6","8",
"18","장수탕 선녀님 ","지은이: 백희나","책읽는곰","2012","","9788993242706","77810","813.7","8",
"27","괜찮아","최숙희 지음","웅진씽크빅","2005","","9788901052922","74810","375.1","7",
"27","선생님, 바보 의사 선생님","이상희 글;김명길 그림","웅진씽크빅","2006","","9788901055190","74800","998.5","7",
"27","도토리 마을의 빵집 ","글·그림: 나카야 미와 ;옮김: 김난주","웅진씽크빅","2012","","9788901149332","74800","833.6","7",
"27","Why? 漢字 이야기 ","글: 조영선 ;그림: 이영호","예림당","2011","13","9788930231510","74720","001","7",
"27","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ;그림: 홍종현","대한교과서","2006-2008","9","9788937842269","77400","400","7",
"27","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011-2019","24","9788937884078","77400","400","7",
"27","아씨방 일곱 동무","이영경 글.그림","비룡소","1998","","9788949100203","77810","813.8","7",
"27","분홍 토끼의 추석 ","김미혜 글 ;박재철 그림","비룡소","2011","","9788949102009","74800","386","7",
"27","100만 번 산 고양이","사노 요코 글·그림;김난주 옮김","비룡소","2002","","9788949110851","77830","833.6","7",
"27","거짓말 같은 이야기 ","강경수 글·그림","시공사","2011","","9788952760661","77810","813.7","7",
"27","(대단한 고양이) 포포 ","민정영 글·그림","길벗어린이","2015","","9788955823387","77810","813.7","7",
"27","미안하고 고맙고 사랑해 ","김영진 글·그림","길벗어린이","2016","","9788955823486","77810","813.7","7",
"27","엄마가 유령이 되었어! ","노부미 글·그림 ;이기웅 옮김","길벗어린이","2016","","9788955823509","77830","833.6","7",
"27","가을 운동회 ","임광희 글·그림","사계절출판사","2010","","9788958285106","77810","813.7","7",
"27","나는 나의 주인 ","채인선 글 ;안은진 그림","토토북","2010","","9788964960035","73190","189","7",
"27","윔피 키드","글, 그림: 제프 키니 ;양진성","푸른날개","2009-2015","5","9788965590064","74840","843","7",
"27","(초등학생을 위한) 맨처음 한국사 ","전국역사교사모임 원작 ;이은홍 그림","휴먼어린이","2015","2","9788965912569","77910","911","7",
"27","원숭이 오누이 ","글쓴이: 채인선 ;그린이: 배현주","한림출판사","2009","","9788970945668","77810","813.6","7",
"27","화요일의 두꺼비","러셀 에릭슨","사계절","2008","","9788971965559","73840","","7",
"27","무지개 물고기","마르쿠스 피스터 글.그림;공경희 옮김","시공사","1994","","9788972590637","77890","853","7",
"27","솔이의 추석 이야기 ","글·그림: 이억배","길벗어린이","2011","","9788986621198","77810","813.7","7",
