검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,전체
지역,서울
세부지역,성북구
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-23
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","겁쟁이 빌리","앤터니 브라운 글·그림;김경미 옮김","비룡소","2006","","9788949111636","77840","843","17",
"1","장수탕 선녀님 ","지은이: 백희나","책읽는곰","2012","","9788993242706","77810","813.7","17",
"3","바다 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2014","","9788966350278","74830","833.6","15",
"4","마법의 설탕 두 조각","미카엘 엔데 글;유혜자 옮김","한길사","2001","","9788935652792","74850","853","13",
"4","그림 도둑, 준모 ","글: 오승희 ;그림: 최정인","낮은산","2005","","9788989646075","73810","813.7","13",
"6","Why? 컴퓨터 바이러스 ","글: 조영선 ;만화: 이영호","예림당","2014","57","9788930206785","73560","004.6","12",
"6","내 동생 싸게 팔아요","글: 임정자;그림: 김영수","대한교과서","2006","","9788937841668","74810","813.6","12",
"6","100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2009","","9788989863786","73830","833.6","12",
"6","지하 100층짜리 집 ","글·그림: 이와이 도시오 ;옮긴이: 김숙","북뱅크","2011","","9788989863915","73830","833.6","12",
"10","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ;그림: 홍종현","대한교과서","2006-2008","6","9788937842238","77400","400","11",
"10","쿠바에서 보물찾기 ","글: 곰돌이 co. ;그림: 강경효","미래엔 컬처그룹","2010","23","9788937847998","77900","949.1","11",
"10","스위스에서 보물찾기 ","글: 곰돌이 co. ;그림: 강경효","미래엔 컬처그룹","2010","25","9788937848254","77900","925.9","11",
"13","아드님, 진지 드세요 ","강민경 글 ;이영림 그림","좋은책신사고 좋은책어린이","2011","","9788928302802","74810","813.7","10",
