검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,전체
지역,서울
세부지역,성북구
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-23
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","바다 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2014","","9788966350278","74830","833.6","16",
"2","책 먹는 여우","프란치스카 비어만 지음;김경연 옮김","김영사","2001","","9788934908067","73850","853","15",
"2","짜장 짬뽕 탕수육","김영주 글;고경숙 그림","재미마주","2002","","9788986565522","73810","813.6","15",
"2","솔이의 추석 이야기 ","글·그림: 이억배","길벗어린이","2011","","9788986621198","77810","813.7","15",
"2","장수탕 선녀님 ","지은이: 백희나","책읽는곰","2012","","9788993242706","77810","813.7","15",
"6","베트남에서 보물찾기 ","글: 곰돌이 co. ;그림: 강경효","미래엔 컬처그룹","2009","20","9788937842061","77900","914.1","14",
"7","Why? 컴퓨터 바이러스 ","글: 조영선 ;만화: 이영호","예림당","2014","57","9788930206785","73560","004.6","13",
"7","마법의 설탕 두 조각","미카엘 엔데 글;유혜자 옮김","한길사","2001","","9788935652792","74850","853","13",
"7","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ;그림: 홍종현","미래엔컬처그룹","2009-2010","11","9788937847639","77400","400","13",
"7","100만 번 산 고양이","사노 요코 글·그림;김난주 옮김","비룡소","2002","","9788949110851","77830","833.6","13",
"7","똥벼락","김회경 글;조혜란 그림","사계절출판사","2001","","9788971967751","77850","813.6","13",
"7","달 샤베트","백희나","스토리보울","2010","","9788996478201","73810","","13",
"13","수박 수영장 :안녕달 그림책 ","지은이: 안녕달","창비","2015","","9788936446819","77810","813.7","12",
"13","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011-2019","27","9788937884801","77400","400","12",
"13","윔피 키드","글, 그림: 제프 키니 ;양진성","푸른날개","2009-2015","5","9788965590064","74840","843","12",
"13","윔피 키드","글, 그림: 제프 키니 ;양진성","푸른날개","2009-2015","7","9788965590682","74840","843","12",
"13","도깨비를 빨아 버린 우리 엄마","사토 와키코","한림출판사","1991","","9788970940199","77890","","12",
"13","손 큰 할머니의 만두 만들기 ","글: 채인선 ;그림: 이억배","재미마주","1998","","9788986565065","73810","813.6","12",
"13","윔피 키드","글, 그림: 제프 키니 ;양진성","푸른날개","2009-2015","4","9788993055207","74840","843","12",
"13","아름다운 가치 사전","채인선 글;김은정 그림","한울림어린이","2005","","9788995516287","73190","190","12",
"21","돼지책","앤서니 브라운 글·그림;허은미 옮김","웅진닷컴","2001","","9788901033518","74840","843","11",
