검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,영유아(0~5세)
지역,서울
세부지역,성북구
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-17
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","Dragon of the red dawn","by Mary Pope Osborne;illustrated by Sal Murdocca","Random House","c2007","37","9780375837289","50499","","4",
"2","Monkey and Me (Paperback, Illustrated ed)","에밀리 그래빗 (지은이)","Macmillan Children's Books","2008","","9780230015838","90100","","3",
"2","The Quicksand Question (Paperback)","론 로이 (지은이)","Random House","2002","17","9780375802720","80269","","3",
"2","The White Wolf (Paperback)","Roy","RANDOM","2005","23","9780375824807","04142","","3",
"2","Haunted castle on Hallows Eve","by Mary Pope Osborne;illustrated by Sal Murdocca","Random House","c2003","30","9780375925214","","","3",
"2","개구쟁이 아치","지은이: 기요노 사치코 ;옮긴이: 고향옥","비룡소","2009-2010","17","9788949194363","74800","375.1","3",
"2","개구쟁이 아치","지은이: 기요노 사치코 ;옮긴이: 고향옥","비룡소","2009-2010","20","9788949194394","74800","375.1","3",
"8","겨울왕국 - 한국어 더빙 수록","크리스 벅 외 감독, 크리스틴 벨 외 목소리","월트디즈니","2014","","8809362345505","","688.6","2",
"8","Silly Sally (페이퍼백)","오드리 우드","Scholastic","2001","","9780152046903","50000","","2",
"8","One Mole Digging a Hole (Paperback)","줄리아 도널드슨","MacmillanChildren'sBooks","2009","","9780230706477","90100","","2",
"8","Christmas in Camelot","by Mary Pope Osborne;illustrated by Sal Murdocca","Random House","2001","29","9780375813733","","","2",
"8","Night of the new magicians ","by Mary Pope Osborne ;illustrated by Sal Murdocca","Random House","c2006","35","9780375830358","","","2",
"8","Summer of the sea serpent ","by Mary Pope Osborne ;illustrated by Sal Murdocca","Random House","c2004","31","9780375927355","","","2",
"8","Season of the sandstorms ","by Mary Pope Osborne ;illustrated by Sal Murdocca","Random House","c2005","34","9780375930317","","","2",
"8","Carnival at candlelight","by Mary Pope Osborne;illustrated by Sal Murdocca","Random House","2005","33","9780375930331","","","2",
"8","Bubble trouble ","by Mary Packard ;illustrated by Elena Kuckarik","Scholastic","2003","13","9780439594172","50399","","2",
"8","The Ball Game (Paperback)","Packard","SCHOLASTIC","2003","17","9780439594301","59430","","2",
