검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,영유아(0~5세)
지역,서울
세부지역,성북구
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-17
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","한글이야호 1차시리즈 전편 박스세트 (5disc) - 1~5탄","","EBS교육방송","2016","2","2533264534007","","","2",
"1","출동! 도시의 영웅들 (9disc)","팔레 페르너 (감독)","다모아엔터테인먼트","2013","7","8809079264168","","","2",
"1","벅스 라이프","존 래스터 감독, 케빈 스페이시 외 출연","브에나비스타","2011","","8809274086176","","688.6","2",
"1","Brown Bear, Brown Bear, What Do You See? (Paperback)","Bill Martin Jr.","PUFFINBOOKS","1999","","9780140502961","","","2",
"1","Polar Bear, Polar Bear, What Do You Hear? (Paperback)","Bill Martin Jr.","PUFFINBOOKS","1999","","9780140545197","","","2",
"1","Where Is the Green Sheep? (Paperback)","by Mem Fox","Harcourt","2004","","9780152062866","","747","2",
"1","Zack Files 04: Zap! I'm a Mind Reader (Paperback)","Dan Greenburg","GROSSET&DUNLAP","2011","4","9780448412634","41263","","2",
"1","Blue sea","by Robert Kalan;illustrated by Donald Crews","Mulberry Paperback Books","1992","","9780688115098","","","2",
"1","Bringing Down the Moon (Paperback, New ed)","조너선 에밋","WalkerBooks","2001","320","9780744589504","90300","","2",
"1","Hooray for Fish! (Paperback)","Lucy Coysins","Walker","2008","","9781406301564","78740","","2",
"1","Strawberries Are Red (Board Book)","Petr Horacek","WalkerBooks","2009","","9781406325102","90100","","2",
"1","Bear in a Square","Blackstone|Stella","BarefootBooks","2000","","9781841482873","","","2",
"1","Crackers! (Paperback)","앨런 맥도널드","GardnersBooks","2008","3","9781847150486","","","2",
"1","Snow! (Paperback)","ALAN MACDONALD","NotApplicable","2011","16","9781847152008","","","2",
"1","Pong! (Paperback)","ALAN MACDONALD","StripesPublishing,animprintofMagiPublication","2012","14","9781847152268","","","2",
"1","Pirate! (Paperback)","ALAN MACDONALD","StripesPublishing,animprintofMagiPublication","2012","13","9781847152343","","","2",
"1","집 나가자 꿀꿀꿀","야규 마치코 글.그림;고향옥 옮김","웅진출판","1999","","9788901028194","74840","833.6","2",
"1","쇼팽의 음악편지 :초등학생을 위한 클래식 음악동화 ","신경애 글 ;조현경 그림","중앙북스","2010","","9788927800057","73670","670","2",
"1","젓가락 ","글: 에이미 크루즈 로젠탈 ;옮긴이: 이승숙","지경사","2012","","9788931924596","77840","843","2",
"1","수박 수영장 :안녕달 그림책 ","지은이: 안녕달","창비","2015","","9788936446819","77810","813.7","2",
"1","아씨방 일곱 동무","이영경 글.그림","비룡소","1998","","9788949100203","77810","813.8","2",
"1","고함쟁이 엄마","유타 바우어 글·그림;이현정 옮김","비룡소","2005","","9788949111469","77850","853","2",
"1","오리야, 쿠키 어디서 났니? ","모 윌렘스 글·그림 ;김경연 옮김","살림출판사","2016","","9788952233479","77840","843","2",
"1","무지개 물고기와 특별한 친구","마르쿠스 피스터 (지은이), 김영진 (옮긴이)","시공주니어","2017","","9788952784834","","","2",
"1","Whose baby am I? ","John Butler","","2001","","9788955789676","","747","2",
"1","눈물바다 ","서현 글·그림","사계절출판사","2009","","9788958284055","77810","813.6","2",
