검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,영유아(0~5세)
지역,서울
세부지역,성북구
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-17
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","Things I like","Anthony Browne","Walker Books","2003, c198","","9780744598582","","","3",
"1","Hooray for Fish! (Paperback)","Lucy Coysins","Walker","2008","","9781406301564","78740","","3",
"1","엄마의 선물 ","김윤정 지음","맥스교육","2016","","9791155714058","77810","813.7","3",
"4","플란다스의 개 - [초특가판] 애니메이션","쿠로다 요시오 감독","플래닛 엔터테인먼트","2003","","8809104051305","","688.6","2",
"4","Happy birthday, Danny and the dinosaur!","story and pictures by Syd Hoff","HarperCollinsPublishers","c1995","16","9780060264383","","","2",
"4","Alphabet Ice Cream : A Fantastic Fun-filled ABC (Paperback)","닉 샤렛, 수 힙 (지은이)","Puffin Books","2007","","9780141500621","","","2",
"4","Arthur Jumps into Fall (Paperback)","Marc Tolon Brown (지은이)","Little Brown & Co","2006","3","9780316057752","11049","","2",
"4","Arthur's jelly beans","by Marc Brown","Little, Brown and Co.","2004","9","9780316733823","","","2",
"4","Arthur's homework","by Marc Brown","Little, Brown and Co.","2004","8","9780316733878","","","2",
"4","STEP INTO READING THE GREAT TULIP TRADE STEP. 3","Beth Wagner Brust","RANDOMHOUSE","2011","33","9780375825736","50399","","2",
"4","The Fran with Four Brains (Paperback)","Benton, Jim|Benton, Jim (ILT)","DisneyPr","2007","6","9781416902324","50499","","2",
"4","배꼽이 없어요!","진 윌리스 글;이상희 옮김","웅진닷컴","2000","","9788901029269","74840","843","2",
"4","해님달님","송재찬 글;이종미 그림","국민서관","2004","","9788911023639","77810","813.5","2",
"4","잠수네 초등 3, 4학년 공부법 :영어수학국어사회과학 ","이신애 지음","RHK(알에이치코리아)","2016","","9788925558455","04370","375.34","2",
"4","누구 그림자 일까?","최숙희 글·그림","보림출판사","2006","","9788943304249","77810","813.6","2",
"4","이모의 결혼식","선현경 글·그림","비룡소","2004","","9788949100487","77810","813.6","2",
"4","(최승호·방시혁의) 말놀이 동요집 ","최승호 시 ;윤정주 그림","비룡소","2011","","9788949120447","78670","673","2",
"4","꼬마 공룡 모여라","버나드 모스트 글·그림;조병준 옮김","비룡소","2003","16","9788949151168","77490","457","2",
"4","Suzy Goose and the Christmas Star (Paperbook + CD 1장 + Mother Tip)","Petr Horacek","문진미디어(외서)","2010","","9788953933965","","","2",
"4","돈키호테","미겔 데 세르반테스 사아베드라 원작","한국삐아제","2008","23","9788954326988","74800","808.9","2",
"4","싸워도 돼요? ","글: 고대영 ;그림: 김영진","길벗어린이","2013","9","9788955822823","77810","813.7","2",
"4","미안하고 고맙고 사랑해 ","김영진 글·그림","길벗어린이","2016","","9788955823486","77810","813.7","2",
"4","가을 운동회 ","임광희 글·그림","사계절출판사","2010","","9788958285106","77810","813.7","2",
"4","엉덩이탐정 :뿡뿡 쪼그만 서장의 대위기!? ","트롤 글·그림 ;전경아 옮김","문학수첩리틀북","2017","","9788959762088","77830","833.6","2",
"4","My Little Brother","written by","glbburi","2008","147","9788960616295","74080","747","2",
"4","나는 흰곰을 키워요","우쓰미 노리코 (지은이), 김숙 (옮긴이)","스콜라(위즈덤하우스)","2018","","9788962479256","","","2",
"4","숲에서 자본주의를 껴안다 :산촌에서 찾은 또 다른 자본주의 ","모타니 고스케,김영주 옮김","동아시아","2015","","9788962621099","03300","320.913","2",
"4","(슈퍼맘 박현영의) 말문이 빵 터지는 세 마디 중국어","지은이: 박현영 ;옮긴이: 구정","멘토르","2011-2012","3","9788963055435","14720","720","2",
"4","사과가 때굴때굴 때구루루루 ","미우라 타로 글·그림 ;김숙 옮김","북뱅크","2012","","9788966350070","77830","833.6","2",
"4","방방이","이갑규 (지은이)","한림출판사","2018","","9788970948034","","","2",
"4","생각을 모으는 사람","모니카 페트 지음;김경연 옮김","풀빛","2001","","9788974749248","77850","853","2",
"4","지하 100층짜리 집 ","글·그림: 이와이 도시오 ;옮긴이: 김숙","북뱅크","2011","","9788989863915","73830","833.6","2",
"4","12가지 그림안에 실수들이 우글우글 - 어디가 틀렸지? 1","다니엘 게리에 (지은이), 류재화 (옮긴이)","토마토하우스","2007","1","9788992089159","47900","","2",
"4","나에게 돈이란 무엇일까? ","글: 이시백,송승훈","철수와영희","2012","","9788993463248","43300","327","2",
"4","까마귀가 친구하자고 한다고? ","박규빈 글·그림","책과콩나무","2014","","9788994077703","77810","813.7","2",
"4","우리 엄마 어디 있어요?","기도 반 게네흐텐 글·그림;서남희 옮김","한울림어린이","2004","1","9788995516249","77890","375.1","2",
"4","(다국어 교육 영재 유치원 선생님이 직접 뽑은) 랄랄라 영한중 동요 ","지은이: 김현철 ;그림: 또치","랭귀지 아트","2013","","9788996888246","73740","740","2",
"4","내가 만든 특급 열차","노부미 글·그림;우지영 옮김","","2011","19","9788998017035","77830","808.9","2",
"4","(세상을 돌고 도는 놀라운) 물의 여행 ","글: 맬컴 로즈 ;옮김: 김현희","사파리","2015","","9791155094273","77400","539","2",
"4","열두 달 나무 아이","최숙희 (지은이)","책읽는곰","2017","","9791158360573","","","2",
"4","슈퍼 히어로의 똥 닦는 법 ","안영은 글 ;최미란 그림","책읽는곰","2018","","9791158360931","77810","375.1","2",
"4","악어 엄마","조은수 (지은이), 안태형 (그림)","풀빛","2018","","9791161720692","","","2",
"4","눈물이 펑펑!","안나 아파리시오 카탈라 (지은이), 김지애 (옮긴이)","라임","2017","","9791185871738","","","2",
"4","오줌맨","야프 로번","북레시피","2018","","9791188140220","","","2",
"4","근사한 우리 가족 ","글·그림: 로랑 모로 ;번역: 박정연","Logpress(로그프레스)","2014","","9791195212163","77600","863","2",
"46","곤 2종 박스세트 (2disc) - 1 · 2탄","김길태 (감독), 엄상현, 시영준, 안장혁 (목소리)","EBS교육방송","2014","1","2513162070005","","","1",
"46","점박이: 한반도의 공룡","한상호 감독, 구자형 외 목소리","이엔이미디어","2013","","8809036445562","","688.6","1",
"46","톰소여의 모험 (애니메이션) - [초특가판]","사이토 히로시 (감독)","플래닛 엔터테인먼트","2004","","8809104051329","","","1",
"46","신기한 스쿨버스 3집 (5disc) - 영한대본5권 포함","조애너 콜","스크린에듀케이션(DVD)","2007","2","8809130052611","","","1",
"46","신기한 스쿨버스 3집 (5disc) - 영한대본5권 포함","조애너 콜","스크린에듀케이션(DVD)","2007","4","8809130052611","","","1",
"46","리틀베어 1+2집 6종세트 (6disc)","","스크린에듀케이션(DVD)","2011","3","8809130053564","","","1",
"46","러브레터 : HD 리마스터링 (2disc)","이와이 ?지 감독, 토요카와 에츠시 외 출연","노바미디어","2013","","8809154147553","","688.2","1",
"46","Carlotte's Web=샬롯의 거미줄","Gary Winick","","2007","","8809192642188","","688.2","1",
