관리번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
124307632,(The)Wheels on the bus go round and round,illustrated by Annie Kubler,,2014,9781846436741 ,,,,843,1,0,2019-11-08
124201016,똥 도둑질,정란희 글;홍영우 그림,휴먼어린이,2013,9788965910251 ,,7,,813.8,1,0,2019-11-01
124201015,아빠한테 가고 싶어요!,유다정 지음;주보희 그림,미래M&B,2012,9788983947321 ,9788983944238 ,7,,813.8,1,0,2019-11-01
124201014,도서관 생쥐,크리스틴 리치 글;로버트 로퍼 그림;조진경 옮김,푸른날개,2009,9788965590040 ,9788965590057 ,7,13,843,1,0,2019-11-01
124201013,으라차차 큰 일꾼,정해왕 글 ;이승현 그림,국민서관,2015,9788911124527 ,,7,,813.5,1,0,2019-11-01
124201012,생일 축하해!,안나 클라라 티돌름 글·그림 ;서애경 옮김,사계절출판사,2012,9788958285953 ,,7,,375.1,1,0,2019-11-01
124201011,뭐하니?,유문조 지음;최민오 그림,천둥거인,2007,9788990025159 ,,,,375.1,1,0,2019-11-01
124201010,냄새차가 나가신다!,케이트 맥뮐란 글;짐 맥뮐란 그림;조은수 옮김,대한교과서,2003,9788937813733 ,,7,,843,1,0,2019-11-01
124201009,지각대장 존,존 버닝햄 글·그림;박상희 옮김,비룡소,2003,9788949110073 ,9788949110004 ,7,,843,1,0,2019-11-01
124201008,쓰레기가 쌓이고 쌓이면…,박기영 글;이경국 그림,웅진씽크빅,2010,9788901108124 ,9788901060934 ,,,539.42,1,0,2019-11-01
124201007,Horrid Henry,FRANCESCA SIMON;Illustrated by TONY ROSS,Orion,2004,9781858815725 ,9781858815725 ,,19,747,1,0,2019-11-01
124201006,내가 진짜 조선의 멋쟁이,이흔 글;박상현 그림,웅진씽크빅,2012,9788901143880 ,9788901093291 ,7,,381,1,0,2019-11-01
124201005,숲 속 나비 이야기,다시마 세이조 글·그림;고향옥 옮김,웅진씽크빅,2012,9788901150260 ,9788901150147 ,7,,408,1,0,2019-11-01
124201004,도깨비를 빨아버린 우리 엄마,사토 와키코 글·그림;이영준 옮김,한림출판사,2002,9788970940199 ,,7,,833.8,1,0,2019-11-01
124201003,말 먹는 괴물,김수옥 글·그림,꿈소담이,2014,9788956899510 ,,7,,813.8,1,0,2019-11-01
124201002,마더 테레사=Mother Teresa,이상희 글;이용선 그림,프뢰벨,2003,9788940902127 ,9788940901984 ,7,,990.8,1,0,2019-11-01
124201001,머나먼 바다 여행,신동경 글;장호 그림,웅진씽크빅,2012,9788901150239 ,9788901150147 ,7,,408,1,0,2019-11-01
124201000,비가 오면 동물들은 어디로 가요?,제르다 뮐러 글·그림;신선영 옮김,파랑새,2007,9788961550499 ,,7,,863,1,0,2019-11-01
124200999,소년과 재규어,앨런 라비노비츠 글;카티아 친 그림;김서정 옮김,재능교육,2016,9788974997793 ,,7,,843,1,0,2019-11-01
124200998,착한 강아지 밥과 심술쟁이 도둑 랍,수 픽포드 글·그림;정철우 옮김,분홍고래,2013,9791195073504 ,,7,,843,1,0,2019-11-01
124200997,하늘은 무섭지 않아 ,고호관;이민진;임태운;우미옥;김명완 공저;조승연 그림,사계절,2016,9788958288527 ,,7,,808.9,1,0,2019-11-01
124200996,소크라테스 토끼의 똑똑한 질문들 ,아스트리드 데보르드 글 ;클라우디아 볼트 그림 ;양진성 옮김,책속물고기,2015,9791186670071 ,,7,,170,1,0,2019-11-01
124200995,한국단편소설,황순원 [등]지음,꿈과희망,2004,9788990790071 ,,7,12,813.6,1,0,2019-11-01
124200994,(교과서에 실려 있는)한국대표소설,이기훈 엮음;조민경 그림,거인,2004,9788990332318 ,9788990332196 ,7,13,813.8,1,0,2019-11-01
124200993,"(A)Bad, bad day",by Kirsten Hall;illustrated by Laura Rader,Scholastic,2003,9780439594325 ,,5,,747,1,0,2019-11-01
124200992,Pizza party!,by Grace Maccarone;illustrated by Emily Arnold McCully,Scholastic,2003,9780590475631 ,,5,,747,1,0,2019-11-01
124200989,매기와 초콜릿 전쟁:초콜릿 값 내리기 7일 대작전,미셸 멀더 글;김루시아 옮김,초록개구리,2008,9788992161145 ,9788995612613 ,7,,843,1,0,2019-11-01
124200988,(새로 만든)먼나라 이웃나라,이원복 글 · 그림,김영사,2012,9788934958277 ,9788934958185 ,,9,980.24,1,0,2019-11-01
124200987,(고정욱 선생님이 들려주는) 유관순,고정욱 글;이상권 그림,산하,2013,9788976504180 ,,7,,990.8,1,0,2019-11-01
124200985,(3학년)과학동화,허문선 글;이선주 그림,예림당,2002,9788930205337 ,,,,408,1,0,2019-11-01
124200984,"Bad luck, Lucy!",by Sue Graves;illustrated by Lisa Williams,FRANKLINWATTSBOOKS,2007,9781445111063 ,,,,843,1,0,2019-11-01
124200983,"할머니, 어디가요? 밤 주우러 간다!",조혜란 그리고 씀,보리,2010,9788984286269 ,9788984285804 ,,,813.8,1,0,2019-11-01
124200982,(제로니모의) 환상 모험,글: 제로니모 스틸턴 ;옮긴이: 이승수,,2016,9781155099569 ,,,24,883,1,0,2019-11-01
124200981,피노키오,카를로 콜로디 글;야센 유셀레프 그림;김홍래 옮김,시공사,2004,9788952741370 ,,7,,883,1,0,2019-11-01
124200980,레인저스,존 플래너건 지음;박중서 옮김,서울교육,2008,9788983782168 ,9788983782212 ,7,114,843,1,0,2019-11-01
124200979,레인저스,존 플래너건 지음;박중서 옮김,서울교육,2008,9788983782168 ,9788983782212 ,7,114,843,1,0,2019-11-01
124200978,유령해변,R.L. 스타인 지음;이미영;최희정 [공]옮김,타란튤라,2005,9788995576885 ,9788995576809 ,7,,843,1,0,2019-11-01
124200977,(새로 만든)먼나라 이웃나라,이원복 글 · 그림,김영사,2012,9788934958208 ,9788934958185 ,,2,980.24,1,0,2019-11-01
124200975,(디오판토스가 들려주는)일차방정식 이야기,송륜진 지음,자음과모음,2008,9788954415545 ,9788954415415 ,0,,410.8,1,0,2019-11-01
124200974,(The)weather chart,by Ann Wilson;illustrations by Jan van der Voo,e-future,2002,9789766449025 ,,,,747,1,0,2019-11-01
124200973,쇠를 먹는 불가사리,정하섭 글씀;임연기 그림,길벗어린이,2003,9788986621440 ,9788986621976 ,7,,813.8,1,0,2019-11-01
124200972,로스트=Lost!,주디스 그린버그 지음;데비 팔렌 그림;이혜선 옮김,봄나무,2008,9788992026352 ,9788992026161 ,7,116,404,1,0,2019-11-01
124200971,로스트=Lost!,주디스 그린버그 지음;데비 팔렌 그림;이혜선 옮김,봄나무,2008,9788992026352 ,9788992026161 ,7,116,404,1,0,2019-11-01
124200970,Monster math school time,by Grace Maccarone;illustrated by Marge Hartelius,Scholastic,2003,9780590308595 ,,5,,747,1,0,2019-11-01
124200969,Danny and the dinosaur go to camp,by Syd Hoff,HarperCollinsPublishers,2005,9780064442442 ,9780060264406 ,5,,747,1,0,2019-11-01
124200968,로스트=Lost!,주디스 그린버그 지음;데비 팔렌 그림;이혜선 옮김,봄나무,2008,9788992026352 ,9788992026161 ,7,116,404,1,0,2019-11-01
124200967,강아지 탐구생활,요시다 에츠코 지음;정영희 옮김,랜덤하우스코리아,2013,9788925535142 ,,,,527.41,1,0,2019-11-01
124200966,왜 6·25 전쟁이 일어났을까?,김광일;박지현 [공]글;남기영 그림,자음과모음,2012,9788954423564 ,9788954421935 ,4,,911,1,0,2019-11-01
124200965,왜 조선시대에는 양반과 노비가 있었을까?,손경희 글;이주한 그림,자음과모음,2011,9788954423403 ,9788954421935 ,4,,911,1,0,2019-11-01
124200964,깜짝 놀라운 과학,정재훈 글;정종석 그림,주니어김영사,2010,9788934937456 ,,7,2130,408,1,0,2019-11-01
124200959,홍길동전·계축일기,이효성 글;계창훈 그림,꿈소담이,2008,9788956894607 ,9788956894591 ,7,,813.5,1,0,2019-11-01
124200958,Dad's cake,by Margaret Nash;illustrated by Jane Cope,BUILD&GROW,2008,9781445111100 ,,,,843,1,0,2019-11-01
124200957,거짓말이 가득:오까 슈우조오 동화집,오까 슈우조오 지음;노석미 그림;고향옥 옮김,창비,2009,9788936442484 ,,7,,808.9,1,0,2019-11-01
124200956,내 이름은 타이크:진 켐프 장편동화,진 켐프 지음;햇살과 나무꾼 옮김;오승민 그림,창비,2008,9788936442378 ,,7,,808.9,1,0,2019-11-01
124200955,달빛 마신 소녀,켈리 반할 지음;홍한별 옮김,양철북,2017,9788963722320 ,,0,,843.6,1,0,2019-11-01
124200954,공룡:어린이들이 가장 궁금해 하는 Q&A 200,셀린느 고텔 글;로낭 바델 [외]그림;김이정 옮김,대교출판,2008,9788939521971 ,,7,,82,1,0,2019-11-01
124200953,I shop with my daddy,By Grace Maccarone;Illustrated by Denise Brunkus,Scholastic,2007,9780590501965 ,,5,,747,1,0,2019-11-01
124200952,어린이 과학 형사대 CSI,고희정 글;서용남 그림,가나문화콘텐츠,2013,9788957366455 ,9788957364406 ,7,24,400,1,0,2019-11-01
124200951,Flyaway Katie,by Polly Dunbar,Walker books,2004,9780744596281 ,,,,747,1,0,2019-11-01
124200950,그 나무가 웃는다 ,손연자 글 ;윤미숙 그림,시공주니어,2016,9788952782519 ,,7,,813.7,1,0,2019-11-01
124200949,도토리 마을의 모자 가게,나카야 미와 글·그림;김난주 옮김,웅진씽크빅,2011,9788901160924 ,9788901026978 ,7,,833.8,1,0,2019-11-01
124200948,어린이 과학 형사대 CSI,고희정 글;서용남 그림,가나문화콘텐츠,2014,9788957366622 ,9788957364406 ,7,25,400,1,0,2019-11-01
124200947,어린이 과학 형사대 CSI,고희정 지음;서용남 그림,가나문화콘텐츠,2013,9788957365700 ,9788957364406 ,7,22,400,1,0,2019-11-01
124200946,고구려 고분벽화 이야기,전호태 지음,사계절출판사,2007,9788958282273 ,,7,,911.032,1,0,2019-11-01
124200945,레오나르도 다빈치의 팔레트,게리 베일리;캐런 포스터 [공]지음;레이턴 노이스;캐런 래드퍼드 그림;김석희 옮김,밝은미래,2012,9788965460701 ,9788965460909 ,7,,990.8,1,0,2019-11-01
124200944,엄마~ 5분만~,노경실 글;최정인 그림,좋은책신사고 좋은책어린이,2009,9788959777273 ,9788959772087 ,7,,813.8,1,0,2019-11-01
124200942,(이현세)만화 한국사 바로 보기,김미영 글,녹색지팡이&프레스,2004,9788991481183 ,9788991481183 ,7,110,911,1,0,2019-11-01
124200941,유리만 한 것도 없을걸,허승회;임유진 [공]글;이지선 그림,웅진씽크빅,2007,9788901063126 ,9788901060934 ,7,,530,1,0,2019-11-01
124200940,신재생 에너지:푸르른 지구,이진택 만화,미래엔컬처그룹 아이세움코믹스,2009,9788937846809 ,9788937846755 ,7,,530.6,1,0,2019-11-01
124200939,"할머니, 어디가요? 굴 캐러 간다!:옥이네 겨울 이야기",조혜란 그리고 씀,보리,2010,9788984286047 ,,7,,813.8,1,0,2019-11-01
124200938,(도기 자기)우리 도자기,송미숙 지음,대교출판,2010,9788939524729 ,9788939518735 ,7,,631.2,1,0,2019-11-01
124200937,지구에 생명이 태어났어요:끝나지 않는 진화 이야기,캐서린 바;스티브 윌리엄스 지음;에이미 허즈번드 그림;김명남 옮김,시공사,2015,9788952781048 ,,7,,476,1,0,2019-11-01
124200936,어떤 소금을 먹을까?:아빠와 함께 떠나는 소금 여행,김준 글;이장미 그림,이후,2014,9788997715206 ,,7,,529,1,0,2019-11-01
124200934,Hello universe,by Erin Entrada Kelly,GreenwillowBooks,2018,9780062877505 ,,,,843,1,0,2019-11-01
124200933,Wolf in the snow,by Matthew Cordell,Andersen Press Ltd,2017,9781783448548 ,,,,843,1,0,2019-11-01
124200932,Waiting,by Kevin Henkes,Greenwillow Books,2015,9780062652348 ,,,,843,1,0,2019-11-01
124200931,Trombone Shorty,by Troy Andrews;iliustrated by Bryan Collier,Abrams Books for Young Readers,2017,9781419714658 ,,,,998.6,1,0,2019-11-01
124200930,(The) noisy paint box:(The) colors and sounds of Kandinsky's abstract art,by Barb Rosenstock;illustrated by Mary GrandPre,AlfredA.KnopfBooksforYoungReaders,2014,9780307978486 ,,,,843,1,0,2019-11-01
124200929,(The) Adventures of Beekle:(The) unimaginary friend,by Dan Santat,Andersen Press Ltd,2016,9781783443857 ,,,,843,1,0,2019-11-01
124200928,Sleep like a tiger,written by Mary Logue;illustrated by Pamela Zagarenski,Houghton Mifflin Harcourt,2019,9781328482648 ,,,,843,1,0,2019-11-01
124200927,One Cool Friend,story by Toni Buzzeo;pictures by David Small,Dial Books for Young Readers,2012,9780803734135 ,9780803734135 ,,,843,1,0,2019-11-01
124200926,Nana in the city,by Lauren Castillo,Clarion Books,2014,9780544104433 ,,,,843,1,0,2019-11-01
124200925,Last stop on Market Street,by Matt De La Pena;pictures by Christian Robinson,Penguin Books Ltd,2017,9780141374185 ,,,,843,1,0,2019-11-01
124200924,Green,by Laura Vaccaro Seeger,Roaring Brook Press,2012,9781596433977 ,9781596433977 ,,,843,1,0,2019-11-01
124200923,Grand Canyon,by Jason Chin,Roaring Brook                           ,2017,9781596439504 ,,,,843,1,0,2019-11-01
124200922,Finding Winnie,by Lindsay Mattick;illustrated by Sophie Blackall,ORCHARDBOOKS,2015,9781408340240 ,,,,843,1,0,2019-11-01
124200921,"Big cat, little cat",by Elisha Cooper,Roaring Brook                           ,2017,9781626723719 ,,,,843,1,0,2019-11-01
124200914,Who was Babe Ruth?,by Joan Holub;illustrated by Ted Hammond,Grosset&Dunlap,2012,9780448455860 ,,,38,990.8,1,0,2019-11-01
124200913,Who Is Barack Obama?,by Roberta Edwards,Grosset & Dunlap,2009,9780448453309 ,,,37,990.8,1,0,2019-11-01
124200912,Who was Walt Disney?,by Whitney Stewart;illustrated by Nancy Harrison,Grosset & Dunlap,2009,9780448450520 ,,,36,990.8,1,0,2019-11-01
124200911,Who was Queen Elizabeth?,by June Eding;illustrated by Nancy Harrison,Grosset & Dunlap,2007,9780448448398 ,9780448448398 ,,35,990.8,1,0,2019-11-01
124200910,Who was Claude Monet?,by Ann Waldron;illustrated by Stephen Marchesi,Grosset & Dunlap,2009,9780448449852 ,,,34,990.8,1,0,2019-11-01
124200909,Who was Dr. Seuss?,by Janet Pascal;illustrated by Nancy Harrison,PenguinGroupUSA,2011,9780448455853 ,,,33,990.8,1,0,2019-11-01
124200908,Who is neil armstrong?,by Roberta Edwards;illustrated by Stephen Marchesi,Grosset & Dunlap,2010,9780448449074 ,9780329666040 ,,26,990.8,1,0,2019-11-01
124200907,Who was Pablo Picasso?,by True Kelley,Penguin Group,2012,9780448449876 ,9780448449876 ,,32,990.8,1,0,2019-11-01
124200906,Who was Steve Jobs?,by Pamela Pollack;illustrated by Meg Belviso;Nancy Harrison,PenguinGroupUSA,2012,9780448462110 ,,,31,990.8,1,0,2019-11-01
124200905,Who was Wolfgang Amadeus Mozart?,by Yona Zeldis McDonough;illustrated by Carrie Robbins,Grosset & Dunlap,2007,9780448431048 ,9780448431543 ,,25,990.8,1,0,2019-11-01
124200904,Who was Marco Polo?,by Joan Holub;illustrated by John O'Brien,Grosset & Dunlap,2007,9780448445403 ,9781428741614 ,,30,990.8,1,0,2019-11-01
124200903,Who was Elvis Presley?,by Geoff Edgers;illustrated by John O'Brien,Grosset & Dunlap,2007,9780448446424 ,9780448446424 ,,29,990.8,1,0,2019-11-01
124200902,Who was Daniel Boone?,by Sydelle Kramer;illustrated by George Ulrich,Grosset & Dunlap,2006,9780448439020 ,9780448439020 ,,28,990.8,1,0,2019-11-01
124200901,Who was William Shakespeare?,by Celeste Davidson Mannis;illustrated by John O'Brien,Grosset & Dunlap,2007,9780448439044 ,9780448439044 ,,27,990.8,1,0,2019-11-01
124200900,Who was Sacagawea?,by Judith Bloom Fradin;Dennis Brindell Fradin;illustrated by Val Paul Taylor,Grosset & Dunlap,2007,9780448424859 ,9780448424866 ,,24,990.8,1,0,2019-11-01
124200899,Who was Mark Twain?,by April Jones Prince;illustrated by John O'brien,Grosset & Dunlap,2007,9780448433196 ,9780448435374 ,,23,990.8,1,0,2019-11-01
124200898,Who was Louis Armstrong?,by Yona Zeldis McDonough;illustrated by John O'Brien,Grosset & Dunlap,2007,9780448433684 ,9780448435602 ,,22,990.8,1,0,2019-11-01
124200897,Who was Louis Armstrong?,by Yona Zeldis McDonough;illustrated by John O'Brien,Grosset & Dunlap,2007,9780448433684 ,9780448435602 ,,21,990.8,1,0,2019-11-01
124200896,Who was Harriet Tubman?,by Yona Zeldis McDonough;illustrated by Nancy Harrison,Grosset & Dunlap,2007,9780448428895 ,9780448428901 ,,20,990.8,1,0,2019-11-01
124200895,Who was Ferdinand Magellan?,by Sydelle Kramer;illustrated by Elizabeth Wolf,Grosset & Dunlap,2004,9780448431055 ,9780448433561 ,,19,990.8,1,0,2019-11-01
124200894,Who was Eleanor Roosevelt?,by Gare Thompson;illustrated by Elizabeth Wolf,Grosset & Dunlap,2007,9780448435091 ,9780448435107 ,,18,990.8,1,0,2019-11-01
124200893,Who was Charles Darwin?,by Deborah Hopkinson;illustrated by Nancy Harrison,Grosset & Dunlap,2007,9780448437644 ,9780448438498 ,,4,990.8,1,0,2019-11-01
124200892,Who was Ben Franklin?,by Dennis Brindell Fradin;illustrated by John O'brien,Grosset & Dunlap,2007,9780448424958 ,9780448426587 ,,3,990.8,1,0,2019-11-01
124200891,Who was Annie Oakley?,by Stephanie Spinner;illustrated by Larry Day,Grosset & Dunlap,2007,9780448424972 ,9780448426600 ,,17,990.8,1,0,2019-11-01
124200890,Who was Amelia Earhart?,by Kate Boehm Jerome;illustrated by David Cain,Grosset & Dunlap,2007,9780448428567 ,9780448428864 ,,16,990.8,1,0,2019-11-01
124200889,Who was Thomas Jefferson?,by Dennis Brindell Fradin;illustrated by John O'Brien,Grosset & Dunlap,2007,9780448431451 ,9780448432366 ,,15,990.8,1,0,2019-11-01
124200888,Who was Thomas Alva Edison?,by Margaret Frith;illustrated by John O'Brien,Grosset & Dunlap,2007,9780448437651 ,9780448439679 ,,14,990.8,1,0,2019-11-01
124200887,Who were the Beatles?,by Geoff Edgers;illustrated by Jeremy Tugeau,Grosset & Dunlap,2011,9780448439068 ,,,13,990.8,1,0,2019-11-01
124200886,Who was Ronald Reagan?,by Joyce Milton;illustrated by Elizabeth Wolf,Grosset & Dunlap,2007,9780448433448 ,,,12,990.8,1,0,2019-11-01
124200885,"Who was Martin Luther King, Jr.?",by Bonnie Bader;illustrated by Elizabeth Wolf,Grosset & Dunlap,2007,9780448447230 ,9780448447230 ,,11,990.8,1,0,2019-11-01
124200884,Who was Leonardo da Vinci?,by Roberta Edwards;illustrated by True Kelley,Grosset & Dunlap,2007,9780448443010 ,,,10,990.8,1,0,2019-11-01
124200883,Who was King Tut?,by Roberta Edwards;illustrated by True Kelley,Grosset & Dunlap,2006,9780448443607 ,,,9,990.8,1,0,2019-11-01
124200882,Who was Johnny Appleseed?,by Joan Holub;illustrated by Anna DiVito,Grosset & Dunlap,2005,9780448439686 ,9780448439693 ,,8,990.8,1,0,2019-11-01
124200881,Who was John F.Kennedy?,by Yona Zeldis McDonough;illustrated by Jill Weber,Grosset & Dunlap,2007,9780448437439 ,9780448437446 ,,7,990.8,1,0,2019-11-01
124200880,Who was Helen Keller?,by Gare Thompson;illustrated by Nancy Harrison,Grosset & Dunlap,2007,9780448431444 ,9780448432854 ,,6,990.8,1,0,2019-11-01
124200879,Who was Harry Houdini?,by Tui T. Sutherland;illustrated by John O'brien,Grosset & Dunlap,2007,9780448426860 ,9780448426877 ,,5,990.8,1,0,2019-11-01
124200878,Who was Anne Frank?,by Ann Abramson;illustrated by Nancy Harrison,Grosset & Dunlap,2007,9780448444826 ,9780448444826 ,,2,990.8,1,0,2019-11-01
124200877,Who was Albert Einstein?,by Jess Brallier;illustrated by Robert Andrew Parker,Grosset & Dunlap,2007,9780448424965 ,9780448426594 ,,1,990.8,1,0,2019-11-01
124200876,Harry Potter and the Deathly Hallows,by J. K. Rowling;illustrations by Mary Grandpre,Scholastic,2009,9780545139700 ,,,7,843,1,0,2019-11-01
124200875,Harry Potter and the Half-blood Prince,by J. K. Rowling;illustrations by Mary Grandpre,Scholastic,2006,9780439785969 ,,,6,843,1,0,2019-11-01
124200874,Harry Potter and the order of the phoenix,by J. K. Rowling;illustrations by Mary Grandpre,Scholastic,2004,9780439358071 ,,,5,843,1,0,2019-11-01
124200873,Harry Potter and the goblet of fire,by J. K. Rowling;illustrations by Mary Grandpre,Scholastic,2002,9780439139601 ,,,4,843,1,0,2019-11-01
124200872,Harry Potter and the prisoner of Azkaban ,by J. K. Rowling ;illustrations by Mary GrandPre?,Scholastic,2001,9780439136365 ,,,3,843,1,0,2019-11-01
124200871,Harry Potter and the chamber of secrets ,by J.K. Rowling ;illustrations by Mary Grandpre,Scholastic,2000,9780439064873 ,,,2,843,1,0,2019-11-01
124200870,Harry Potter and the sorcerer's stone ,by J. K. Rowling ;illustrations by Mary Grandpre,Scholastic Press,1999,9780590353427 ,,,1,843,1,0,2019-11-01
124200869,(The) Chronicles of Narnia,by C. S. Lewis;illustrated by Pauline Baynes,,2017,9780062673497 ,,,7,843,1,0,2019-11-01
124200868,(The) Chronicles of Narnia,by C. S. Lewis;illustrated by Pauline Baynes,,2017,9780062673480 ,,,6,843,1,0,2019-11-01
124200867,(The) Chronicles of Narnia,by C. S. Lewis;illustrated by Pauline Baynes,,2017,9780062673473 ,,,5,843,1,0,2019-11-01
124200866,(The) Chronicles of Narnia,by C.S. Lewis ;illustrated by Pauline Baynes,,2007,9780062673466 ,,,4,843,1,0,2019-11-01
124200865,(The) Chronicles of Narnia,by C. S. Lewis;illustrated by Pauline Baynes,,2017,9780062673442 ,,,3,843,1,0,2019-11-01
124200864,(The) Chronicles of Narnia,by C. S. Lewis;illustrated by Pauline Baynes,,2017,9780062673435 ,,,2,843,1,0,2019-11-01
124200863,(The) Chronicles of Narnia,by C. S. Lewis;illustrated by Pauline Baynes,,2017,9780062673428 ,,,1,843,1,0,2019-11-01
124200862,(The) frandidate,by Jim Benton,Simon & Schuster,2008,9781416902348 ,,,7,843,1,0,2019-11-01
124200861,(The) fran with four brains,by Jim Benton,DisneyPr,2007,9781416902324 ,,,6,843,1,0,2019-11-01
124200860,Frantastic voyage,by Jim Benton,Simon&Schuster,2006,9781416902300 ,,,5,843,1,0,2019-11-01
124200859,(The) fran that time forgot,by Jim Benton,Aladdin,2005,9780689862984 ,,,4,843,1,0,2019-11-01
124200858,(The) invisible Fran,by Jim Benton,Aladdin,2005,9780689862977 ,,,3,843,1,0,2019-11-01
124200857,Lunch walks among us,by Jim Benton,Aladdin,2003,9780689862953 ,,,1,843,1,0,2019-11-01
124200856,Diary of a Wimpy Kid,by Jeff Kinney,Amulet Books,2018,9781419727436 ,,,13,843,1,0,2019-11-01
124200855,Attack of the 50-foot cupid,by Jim Benton,Simon & Schuster Books for Young Readers,2005,9780689862960 ,9780689862922 ,,2,843,1,0,2019-11-01
122492259,[오디오북] Grimm's fairy tales=그림형제 우화 ,Grimm Brothers 원작,,2007,9788997254620 ,,,1,388.1,1,0,2019-10-15
122492257,[오디오북] Grimm's fairy tales=그림형제 우화 ,Grimm Brothers 원작,,2007,9788997254637 ,,,2,853,1,0,2019-10-15
122492256,[오디오북] (세계의 신발) 누구 발일까,정해영 원작,,2017,9788999188299 ,,,,381.39,1,0,2019-10-15
122492255,[오디오북] 노아의 방,송혜승 원작,,2016,9788999170898 ,,,,813.8,1,0,2019-10-15
122492254,[오디오북] 마음을 담는 그릇,정찬주 원작 ;박연주 연출,,2016,9788999181023 ,,,,813.8,1,0,2019-10-15
122492253,[오디오북] 엉터리 집배원,장세현 원작 ;박연주 연출,,2016,9788999181122 ,,,,813.8,1,0,2019-10-15
122492252,[오디오북] 학교 가는 길,이보나 흐미엘레프스카 원작,,2017,9788999187926 ,,,,892.95,1,0,2019-10-15
122492251,[오디오북] 반이나 차 있을까 반밖에 없을까?,이보나 흐미엘레프스카 원작,오디언소리,2017,9788999188275 ,,,,892.95,1,0,2019-10-15
122492250,[오디오북] (지구촌 얼굴) 가면,정해영 원작,,2017,9788999188282 ,,,,381.39,1,0,2019-10-15
122492249,[오디오북] (The) Adventure of Huckleberry Finn=허클베리 핀의 모험 ,Mark Twain 원작,,2009,9788966439775 ,,,,843.4,1,0,2019-10-15
122492248,[오디오북] (The) Happy prince and other stories,Oscar Wilde 원작,,2009,9788999116513 ,,,,843.4,1,0,2019-10-15
122492247,[오디오북] (The) Adventures of Tom Sawyer=톰 소여의 모험 ,Mark Twain 원작,,2009,9788963205793 ,,,,843.4,1,0,2019-10-15
122492246,[오디오북] Gullivers travels=걸리버 여행기 ,Jonathan Swift 원작,,2009,9788963205892 ,,,,843.3,1,0,2019-10-15
122492245,[오디오북] Around the world in eighty days=80일간의 세계일주 ,Jules Verne 원작,,2009,9788997254460 ,,,,863,1,0,2019-10-15
122492244,[오디오북] Little women=작은 아씨들 ,Louisa May Alcott 원작,,2009,9788963206738 ,,,,843.4,1,0,2019-10-15
122492243,[오디오북] 발가락,이보나 흐미엘레프스카 원작,,2017,9788999188305 ,,,,892.95,1,0,2019-10-15
122492242,[오디오북] 생각,이보나 흐미엘레프스카 원작,,2017,9788999188312 ,,,,892.95,1,0,2019-10-15
122492241,[오디오북] 무민과 잃어버린 목걸이,토베 얀손 원작,,2019,9791135702822 ,,,5,839.6,1,0,2019-10-15
122492240,[오디오북] 생각연필,이보나 흐미엘레프스카 원작,,2017,9788999189180 ,,,,892.95,1,0,2019-10-15
122492239,[오디오북] 생태 통로:인간이 만든 동물의 길 ,김황 원작,,2017,9788999189197 ,,,,490.4,1,0,2019-10-15
122492238,[오디오북] Alice's adventures in Wonderland,Lewis Carroll 원작,,2017,9791134300883 ,,,,843.4,1,0,2019-10-15
122492237,[오디오북] 사탕괴물,미우 원작,오디언소리,2017,9788999153570 ,,,,813.8,1,0,2019-10-15
122492236,[오디오북] Collection Sparky's magic piano and other children's favourites=<스파키의 마술 피아노> 외 어린이 단편선 ,Unknown 원작,,2018,9791134383251 ,,,,808.3,1,0,2019-10-15
122492235,[오디오북] 세상 끝에 있는 너에게,고티에 다비드 원작,,2019,9791135702938 ,,,,863,1,0,2019-10-15
122492234,[오디오북] 무민과 위대한 수영,토베 얀손 원작,,2019,9791135702815 ,,,4,839.6,1,0,2019-10-15
122492233,[오디오북] Classic American short stories,Ambrose Bierce 원작,,2011,9788997254279 ,,,,843,1,0,2019-10-15
122492232,"[오디오북] 20,000 leagues under the sea=해저 이만리 ",Jules Verne 원작,,2009,9788964051986 ,,,,863,1,0,2019-10-15
122492231,[오디오북] (A) Midsummer night's dream=한 여름 밤의 꿈 ,William Shakespeare 원작,,2008,9788964052884 ,,,,842,1,0,2019-10-15
122492230,[오디오북] Hamlet=햄릿 ,William Shakespeare 원작,,2009,9788964052846 ,,,,842,1,0,2019-10-15
122492229,[오디오북] Don Quixote=돈키호테 ,Miguel de Cervantes,,2010,9788927509042 ,,,,873,1,0,2019-10-15
122492228,[오디오북] Through the looking-glass=거울나라의 앨리스 ,Lewis Carroll 원작,,2011,9788927509974 ,,,,843.4,1,0,2019-10-15
122492227,[오디오북] (초등학생이 꼭 알아야 할) 우리 민족과학:LG사이언스랜드와 함께하는 과학이야기 ,이찬희 원작 ;전소라 연출,,2011,9788927516194 ,,,,409.11,1,0,2019-10-15
122492226,"[오디오북] 탐정 무민, 여행 가방의 비밀을 풀어라!",토베 얀손 원작,,2019,9791135702907 ,,,3,859.7,1,0,2019-10-15
122492225,[오디오북] 무민과 겨울의 비밀,토베 얀손 원작,,2019,9791135702839 ,,,6,839.64,1,0,2019-10-15
122492224,[오디오북] 무민과 모두의 언덕,토베 얀손 원작,,2019,9791135702846 ,,,7,839.64,1,0,2019-10-15
122492223,[오디오북] 무민과 아빠의 선물,토베 얀손 원작,,2019,9791135702853 ,,,8,839.64,1,0,2019-10-15
