기간,구분,구분,계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상+
2017,중랑구,여자,"202,871.00","7,105.50","6,888.00","6,720.00","9,442.50","13,666.00","15,162.00","15,146.00","15,280.50","14,357.50","17,312.50","17,190.00","18,743.00","14,590.00","10,421.50","8,214.00","6,210.50","3,633.50","1,923.00",669.5,165.5,30
2017,성북구,계,"439,323.00","16,018.50","18,473.00","18,783.50","23,448.50","31,791.00","31,858.00","30,671.50","34,370.00","36,754.50","39,616.50","33,057.00","34,210.50","27,612.50","20,176.50","17,030.50","13,604.50","7,336.50","3,205.50","1,038.50",234,32
2017,성북구,남자,"214,391.50","8,156.50","9,517.50","9,690.00","11,863.00","15,456.00","16,206.50","15,331.00","17,056.00","18,318.00","19,968.50","16,274.50","16,475.50","13,079.00","9,280.00","7,615.00","5,960.00","2,872.50",958,254.5,52.5,7
2017,성북구,여자,"224,931.50","7,862.00","8,955.50","9,093.50","11,585.50","16,335.00","15,651.50","15,340.50","17,314.00","18,436.50","19,648.00","16,782.50","17,735.00","14,533.50","10,896.50","9,415.50","7,644.50","4,464.00","2,247.50",784,181.5,25
2017,강북구,계,"319,965.00","10,056.50","10,972.00","11,421.50","16,022.50","21,738.50","21,688.00","21,577.50","24,231.50","24,689.00","28,016.00","25,465.50","27,782.50","22,743.00","17,831.50","15,001.00","11,556.00","5,814.00","2,363.00",781,187,27.5
2017,강북구,남자,"156,867.00","5,149.00","5,609.50","5,900.00","8,265.50","10,952.00","10,884.50","11,308.50","12,731.00","12,683.50","13,965.50","12,492.00","13,200.00","10,658.50","7,953.00","6,649.50","5,128.50","2,382.50",719.5,189,40.5,5
2017,강북구,여자,"163,098.00","4,907.50","5,362.50","5,521.50","7,757.00","10,786.50","10,803.50","10,269.00","11,500.50","12,005.50","14,050.50","12,973.50","14,582.50","12,084.50","9,878.50","8,351.50","6,427.50","3,431.50","1,643.50",592,146.5,22.5
2017,도봉구,계,"341,842.00","11,591.00","12,702.00","13,461.00","19,063.00","23,860.00","22,937.00","22,551.50","24,902.00","25,705.00","30,277.50","28,174.50","31,066.00","24,593.00","16,927.00","13,445.50","10,734.00","5,929.50","2,768.50",926.5,193,34.5
2017,도봉구,남자,"167,745.00","5,978.00","6,565.00","6,887.00","9,842.00","12,434.00","11,643.00","11,691.50","12,558.00","12,724.50","14,592.00","13,617.00","14,660.50","11,978.50","8,154.50","6,245.00","4,773.50","2,245.50",867.5,239.5,44.5,4
2017,도봉구,여자,"174,097.00","5,613.00","6,137.00","6,574.00","9,221.00","11,426.00","11,294.00","10,860.00","12,344.00","12,980.50","15,685.50","14,557.50","16,405.50","12,614.50","8,772.50","7,200.50","5,960.50","3,684.00","1,901.00",687,148.5,30.5
2017,노원구,계,"555,097.50","19,959.00","22,645.00","27,527.50","38,171.50","41,834.50","34,890.50","35,435.00","40,919.00","45,399.50","53,835.00","44,755.00","44,297.50","34,285.00","23,469.00","18,123.00","14,864.50","8,783.00","4,142.50","1,391.50",331,39
2017,노원구,남자,"269,939.00","10,236.00","11,607.50","14,270.00","19,939.50","21,900.00","17,884.00","17,509.00","20,356.00","21,592.00","25,798.00","21,984.00","21,140.00","16,278.50","10,893.50","7,924.50","6,031.00","2,997.00","1,214.00",309,71,4.5
2017,노원구,여자,"285,158.50","9,723.00","11,037.50","13,257.50","18,232.00","19,934.50","17,006.50","17,926.00","20,563.00","23,807.50","28,037.00","22,771.00","23,157.50","18,006.50","12,575.50","10,198.50","8,833.50","5,786.00","2,928.50","1,082.50",260,34.5
2017,은평구,계,"480,967.00","17,434.00","19,101.50","19,726.00","26,021.00","31,785.00","32,794.00","34,467.00","39,509.50","39,814.00","42,498.00","36,844.50","39,181.00","31,350.00","23,373.50","19,178.50","15,049.50","8,015.50","3,415.50","1,149.00",232,28
2017,은평구,남자,"233,677.00","8,970.50","9,823.00","10,213.50","13,290.50","16,027.00","16,039.50","17,092.00","19,863.00","19,931.50","20,901.00","17,821.50","18,520.50","14,614.50","10,667.00","8,553.00","6,724.00","3,202.50","1,090.50",283.5,44.5,4
2017,은평구,여자,"247,290.00","8,463.50","9,278.50","9,512.50","12,730.50","15,758.00","16,754.50","17,375.00","19,646.50","19,882.50","21,597.00","19,023.00","20,660.50","16,735.50","12,706.50","10,625.50","8,325.50","4,813.00","2,325.00",865.5,187.5,24
2017,서대문구,계,"306,765.00","11,076.00","11,027.50","11,637.00","15,688.00","23,098.50","24,439.00","22,616.50","23,624.00","23,744.00","26,903.00","23,632.50","24,211.50","18,892.00","14,081.00","12,335.00","10,399.50","5,881.50","2,449.50",834,173,22
2017,서대문구,남자,"148,603.00","5,709.50","5,590.50","5,873.00","7,996.00","11,242.00","12,344.50","11,284.00","11,821.00","11,774.50","13,278.50","11,574.00","11,719.50","8,912.50","6,323.00","5,386.50","4,472.50","2,281.50",777.5,207.5,30,5
2017,서대문구,여자,"158,162.00","5,366.50","5,437.00","5,764.00","7,692.00","11,856.50","12,094.50","11,332.50","11,803.00","11,969.50","13,624.50","12,058.50","12,492.00","9,979.50","7,758.00","6,948.50","5,927.00","3,600.00","1,672.00",626.5,143,17
2017,마포구,계,"369,595.50","15,009.00","14,778.50","14,476.50","17,542.50","25,625.50","31,672.00","34,283.50","33,749.50","32,200.50","31,931.50","25,991.50","25,878.00","19,843.50","14,488.00","12,481.50","10,146.50","5,846.00","2,594.50",809.5,212.5,35
2017,마포구,남자,"176,703.00","7,652.50","7,532.00","7,349.00","8,881.50","12,132.00","14,718.00","16,240.00","16,562.50","15,793.00","15,862.50","12,739.50","12,471.50","9,224.50","6,385.00","5,394.50","4,397.00","2,240.50",854,212,55,6.5
2017,마포구,여자,"192,892.50","7,356.50","7,246.50","7,127.50","8,661.00","13,493.50","16,954.00","18,043.50","17,187.00","16,407.50","16,069.00","13,252.00","13,406.50","10,619.00","8,103.00","7,087.00","5,749.50","3,605.50","1,740.50",597.5,157.5,28.5
2017,양천구,계,"468,983.50","16,577.00","20,977.50","25,432.00","32,976.50","33,451.00","29,824.00","30,694.50","34,777.50","39,044.50","46,961.50","39,684.00","37,637.00","28,523.00","19,299.50","13,466.00","9,792.50","5,775.50","2,873.50",961.5,222.5,32.5
2017,양천구,남자,"231,527.00","8,452.00","10,847.00","13,303.00","17,413.00","17,610.50","14,908.50","15,333.00","16,932.00","18,297.50","22,802.50","20,006.50","18,474.50","13,855.50","9,586.00","6,451.50","4,215.50","1,986.50",782.5,217.5,48.5,3.5
2017,양천구,여자,"237,456.50","8,125.00","10,130.50","12,129.00","15,563.50","15,840.50","14,915.50","15,361.50","17,845.50","20,747.00","24,159.00","19,677.50","19,162.50","14,667.50","9,713.50","7,014.50","5,577.00","3,789.00","2,091.00",744,174,29
2017,강서구,계,"591,554.00","25,864.00","24,051.50","22,960.00","29,492.50","39,083.00","47,054.50","52,650.50","54,330.00","47,674.00","47,154.50","42,867.50","48,125.50","38,445.50","26,523.00","18,611.50","13,288.00","7,708.50","3,930.50","1,379.00",314.5,46
2017,강서구,남자,"288,135.50","13,154.00","12,299.00","11,758.00","15,105.00","19,352.00","22,271.00","26,478.50","27,876.00","24,065.50","23,277.00","20,416.00","22,588.50","17,893.50","12,712.50","9,044.50","5,686.50","2,691.50","1,059.00",320.5,80,7
2017,강서구,여자,"303,418.50","12,710.00","11,752.50","11,202.00","14,387.50","19,731.00","24,783.50","26,172.00","26,454.00","23,608.50","23,877.50","22,451.50","25,537.00","20,552.00","13,810.50","9,567.00","7,601.50","5,017.00","2,871.50","1,058.50",234.5,39
2017,구로구,계,"409,495.00","17,826.50","17,401.00","15,198.00","19,321.50","26,019.50","29,708.50","33,293.00","36,674.00","33,516.00","33,225.50","30,377.50","33,499.00","27,795.50","20,454.00","15,269.00","10,857.00","5,696.00","2,385.00",782.5,174.5,21.5
2017,구로구,남자,"203,284.00","9,023.50","8,796.00","7,860.00","10,064.00","13,114.00","14,526.00","16,774.00","18,885.00","17,461.50","16,788.00","15,147.00","16,091.00","13,128.50","10,005.50","7,484.00","4,990.00","2,240.00",710,160,33.5,2.5
2017,구로구,여자,"206,211.00","8,803.00","8,605.00","7,338.00","9,257.50","12,905.50","15,182.50","16,519.00","17,789.00","16,054.50","16,437.50","15,230.50","17,408.00","14,667.00","10,448.50","7,785.00","5,867.00","3,456.00","1,675.00",622.5,141,19
2017,금천구,계,"231,214.00","8,045.50","7,635.50","7,732.00","11,040.00","15,830.00","18,612.00","18,388.00","17,933.00","17,130.50","19,841.00","20,015.00","20,993.50","16,113.50","11,607.00","8,789.00","6,352.50","3,217.00","1,393.50",421,110,14.5
2017,금천구,남자,"117,401.50","4,125.50","3,916.00","3,894.00","5,702.50","8,106.50","9,840.50","10,085.50","9,708.50","8,953.00","10,124.50","10,130.00","10,461.00","7,850.00","5,686.50","4,189.50","2,876.00","1,230.50",407,88.5,23,3
2017,금천구,여자,"113,812.50","3,920.00","3,719.50","3,838.00","5,337.50","7,723.50","8,771.50","8,302.50","8,224.50","8,177.50","9,716.50","9,885.00","10,532.50","8,263.50","5,920.50","4,599.50","3,476.50","1,986.50",986.5,332.5,87,11.5
2017,영등포구,계,"361,910.50","14,692.00","13,171.00","12,131.00","16,102.00","22,968.00","30,784.50","33,303.00","31,850.00","28,435.50","29,383.00","26,947.00","29,005.50","23,130.00","17,247.50","13,275.50","10,124.50","5,909.50","2,402.50",829,202,17.5
2017,영등포구,남자,"180,455.50","7,576.00","6,678.00","6,447.00","8,434.00","11,297.50","14,860.50","16,996.00","16,501.50","14,737.00","15,035.00","13,751.50","14,292.00","11,297.00","8,314.50","6,277.00","4,547.00","2,409.50",744.5,210,46.5,3.5
2017,영등포구,여자,"181,455.00","7,116.00","6,493.00","5,684.00","7,668.00","11,670.50","15,924.00","16,307.00","15,348.50","13,698.50","14,348.00","13,195.50","14,713.50","11,833.00","8,933.00","6,998.50","5,577.50","3,500.00","1,658.00",619,155.5,14
2017,동작구,계,"392,903.50","15,114.50","14,878.50","14,040.00","18,236.00","28,706.00","34,725.00","34,086.00","33,857.00","30,936.00","31,234.50","27,960.00","30,310.00","24,486.00","18,504.50","14,709.00","11,090.00","6,144.50","2,709.50",929,220,27.5
2017,동작구,남자,"191,994.50","7,774.50","7,710.50","7,294.00","9,342.00","14,297.50","17,400.00","17,059.50","17,130.00","15,698.00","15,451.50","13,462.00","14,121.00","11,469.00","8,412.00","6,784.00","5,064.50","2,410.50",834.5,227.5,48,4
2017,동작구,여자,"200,909.00","7,340.00","7,168.00","6,746.00","8,894.00","14,408.50","17,325.00","17,026.50","16,727.00","15,238.00","15,783.00","14,498.00","16,189.00","13,017.00","10,092.50","7,925.00","6,025.50","3,734.00","1,875.00",701.5,172,23.5
2017,관악구,계,"497,056.50","15,605.50","14,945.00","14,792.50","20,408.00","39,313.50","58,586.50","49,855.50","42,975.50","37,212.50","37,336.00","33,396.50","36,193.50","30,198.00","23,877.50","18,619.50","13,507.50","6,378.00","2,710.00",915,194.5,36
2017,관악구,남자,"250,589.50","7,945.50","7,695.00","7,620.00","10,508.50","18,701.50","30,665.00","27,222.50","23,225.50","20,136.00","19,362.00","16,632.50","17,131.50","13,862.00","11,169.50","8,724.00","6,357.50","2,582.00",812.5,197,36.5,3
2017,관악구,여자,"246,467.00","7,660.00","7,250.00","7,172.50","9,899.50","20,612.00","27,921.50","22,633.00","19,750.00","17,076.50","17,974.00","16,764.00","19,062.00","16,336.00","12,708.00","9,895.50","7,150.00","3,796.00","1,897.50",718,158,33
2017,서초구,계,"435,952.00","18,183.50","22,203.50","22,480.00","25,829.50","27,356.50","30,912.50","33,958.00","38,256.00","39,545.50","40,992.50","31,134.00","30,045.50","25,021.50","18,120.00","13,762.50","9,076.00","5,110.50","2,612.00","1,072.50",239.5,40.5
2017,서초구,남자,"209,029.00","9,311.00","11,383.50","11,490.00","13,239.00","13,601.00","14,526.50","15,558.00","17,559.00","18,470.50","19,990.00","15,408.50","14,182.50","11,547.00","8,437.00","6,672.00","4,428.50","2,114.50",781.5,270.5,51,7.5
2017,서초구,여자,"226,923.00","8,872.50","10,820.00","10,990.00","12,590.50","13,755.50","16,386.00","18,400.00","20,697.00","21,075.00","21,002.50","15,725.50","15,863.00","13,474.50","9,683.00","7,090.50","4,647.50","2,996.00","1,830.50",802,188.5,33
2017,강남구,계,"549,396.00","19,230.00","23,083.50","26,851.50","36,658.00","37,605.50","41,778.00","44,780.00","47,372.00","46,658.50","53,538.00","41,866.50","37,510.00","31,491.00","22,503.00","16,579.50","10,863.50","6,064.50","3,230.50","1,340.50",341,51
2017,강남구,남자,"263,131.00","9,869.50","11,911.50","14,062.00","19,340.00","18,873.50","19,379.00","20,550.50","21,704.00","21,269.00","25,457.50","20,938.00","17,833.50","14,384.50","10,550.50","8,086.50","5,226.50","2,406.50",891,312,77.5,8
2017,강남구,여자,"286,265.00","9,360.50","11,172.00","12,789.50","17,318.00","18,732.00","22,399.00","24,229.50","25,668.00","25,389.50","28,080.50","20,928.50","19,676.50","17,106.50","11,952.50","8,493.00","5,637.00","3,658.00","2,339.50","1,028.50",263.5,43
2017,송파구,계,"651,722.50","26,860.50","28,602.50","29,183.00","36,831.00","43,545.00","49,193.50","55,049.00","57,589.50","53,510.00","56,990.00","49,610.00","51,546.50","41,489.50","27,476.00","18,875.50","12,539.50","7,363.00","3,682.50","1,421.50",313.5,51
2017,송파구,남자,"316,992.00","13,875.50","14,705.00","15,060.50","18,880.00","22,016.00","23,616.50","26,335.00","27,700.50","25,873.00","27,630.00","24,248.00","24,325.50","19,751.00","13,703.00","9,366.00","5,759.00","2,744.00","1,018.00",312,65.5,8
2017,송파구,여자,"334,730.50","12,985.00","13,897.50","14,122.50","17,951.00","21,529.00","25,577.00","28,714.00","29,889.00","27,637.00","29,360.00","25,362.00","27,221.00","21,738.50","13,773.00","9,509.50","6,780.50","4,619.00","2,664.50","1,109.50",248,43
2017,강동구,계,"433,809.50","16,526.00","17,763.00","18,058.00","24,128.00","29,091.50","31,384.50","33,287.50","36,387.00","33,875.50","37,153.50","34,482.00","38,150.50","30,264.50","20,365.50","13,986.00","9,415.50","5,358.50","2,826.00","1,032.50",233.5,40.5
2017,강동구,남자,"215,463.00","8,501.50","9,260.50","9,523.50","12,749.50","15,259.00","15,931.50","16,782.00","18,371.00","16,962.50","18,410.00","16,890.50","18,196.50","14,453.50","10,087.50","6,912.50","4,328.00","1,865.00",712.5,209.5,47,9.5
2017,강동구,여자,"218,346.50","8,024.50","8,502.50","8,534.50","11,378.50","13,832.50","15,453.00","16,505.50","18,016.00","16,913.00","18,743.50","17,591.50","19,954.00","15,811.00","10,278.00","7,073.50","5,087.50","3,493.50","2,113.50",823,186.5,31
