기간,자치구,행정동,구분,계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
2019.3/4,송파구,잠실7동,계,10244,285,365,486,658,686,642,496,637,660,874,897,780,779,656,539,338,254,143,50,16,3
2019.3/4,송파구,잠실7동,한국인,10231,285,364,486,658,686,641,495,636,655,874,896,780,778,655,538,338,254,143,50,16,3
2019.3/4,송파구,잠실7동,외국인,13,-,1,-,-,-,1,1,1,5,-,1,-,1,1,1,-,-,-,-,-,-
2019.3/4,송파구,잠실2동,계,36853,1460,3007,3323,2699,1862,1424,1585,3197,4373,4573,2767,1792,1582,1172,873,620,297,136,60,21,30
2019.3/4,송파구,잠실2동,한국인,36742,1457,3000,3318,2698,1860,1421,1571,3175,4355,4564,2756,1783,1579,1169,872,620,297,136,60,21,30
2019.3/4,송파구,잠실2동,외국인,111,3,7,5,1,2,3,14,22,18,9,11,9,3,3,1,-,-,-,-,-,-
2019.3/4,송파구,잠실3동,계,36145,1440,2055,1986,2033,2214,2085,2077,2933,3015,3290,2831,2565,2601,1991,1451,801,422,213,106,25,11
2019.3/4,송파구,잠실3동,한국인,35935,1431,2050,1983,2030,2181,2060,2053,2900,2998,3269,2809,2555,2597,1990,1451,801,422,213,106,25,11
2019.3/4,송파구,잠실3동,외국인,210,9,5,3,3,33,25,24,33,17,21,22,10,4,1,-,-,-,-,-,-,-
2019.3/4,강동구,소계,계,430522,14068,17071,17289,20719,26468,32356,30603,35980,32710,36401,34815,36808,33524,22737,16618,11087,6317,3044,1328,355,224
2019.3/4,강동구,소계,한국인,426219,13942,16967,17241,20658,26255,31947,30093,35522,32341,35904,34289,36170,33286,22671,16598,11075,6313,3042,1327,355,223
2019.3/4,강동구,소계,외국인,4303,126,104,48,61,213,409,510,458,369,497,526,638,238,66,20,12,4,2,1,-,1
2019.3/4,강동구,강일동,계,32377,929,1951,2398,2111,2186,1815,1349,2193,2771,2936,2704,2363,2173,1459,1110,879,561,328,114,35,12
2019.3/4,강동구,강일동,한국인,32237,928,1949,2397,2111,2176,1792,1322,2173,2759,2928,2685,2351,2172,1458,1109,878,561,327,114,35,12
2019.3/4,강동구,강일동,외국인,140,1,2,1,-,10,23,27,20,12,8,19,12,1,1,1,1,-,1,-,-,-
2019.3/4,강동구,상일동,계,10943,294,349,502,734,702,757,635,713,689,939,1037,1065,943,624,421,254,147,83,37,12,6
2019.3/4,강동구,상일동,한국인,10853,291,348,502,734,696,740,628,703,677,930,1027,1056,941,622,420,253,147,83,37,12,6
2019.3/4,강동구,상일동,외국인,90,3,1,-,-,6,17,7,10,12,9,10,9,2,2,1,1,-,-,-,-,-
2019.3/4,강동구,명일1동,계,26212,962,1143,1225,1560,1669,1678,1837,2174,1945,2423,2101,2069,2049,1324,899,547,311,179,90,17,10
2019.3/4,강동구,명일1동,한국인,26128,961,1140,1225,1560,1664,1665,1827,2161,1939,2414,2093,2063,2045,1322,897,547,311,178,90,17,9
2019.3/4,강동구,명일1동,외국인,84,1,3,-,-,5,13,10,13,6,9,8,6,4,2,2,-,-,1,-,-,1
2019.3/4,강동구,명일2동,계,18000,368,850,1236,1435,1193,1199,869,1038,1338,1849,1521,1519,1365,942,578,297,191,123,68,18,3
2019.3/4,강동구,명일2동,한국인,17956,368,850,1236,1433,1191,1193,863,1029,1336,1843,1518,1517,1363,939,578,296,191,123,68,18,3
2019.3/4,강동구,명일2동,외국인,44,-,-,-,2,2,6,6,9,2,6,3,2,2,3,-,1,-,-,-,-,-
2019.3/4,강동구,고덕1동,계,27334,1335,2028,1969,1515,1424,1380,1598,2626,2837,2608,1897,1869,1632,989,654,399,265,171,96,17,25
2019.3/4,강동구,고덕1동,한국인,27229,1334,2027,1968,1515,1415,1365,1585,2601,2823,2599,1891,1866,1627,988,652,399,265,171,96,17,25
2019.3/4,강동구,고덕1동,외국인,105,1,1,1,-,9,15,13,25,14,9,6,3,5,1,2,-,-,-,-,-,-
2019.3/4,강동구,고덕2동,계,7419,126,206,224,328,465,484,420,444,417,638,693,806,747,483,402,229,169,81,47,7,3
2019.3/4,강동구,고덕2동,한국인,7325,125,204,224,327,461,470,396,434,406,626,686,802,744,483,401,229,169,81,47,7,3
2019.3/4,강동구,고덕2동,외국인,94,1,2,-,1,4,14,24,10,11,12,7,4,3,-,1,-,-,-,-,-,-
2019.3/4,강동구,암사2동,계,14557,671,636,470,563,848,1081,1229,1456,1169,1161,1018,1169,998,748,586,400,214,85,38,6,11
2019.3/4,강동구,암사2동,한국인,14511,671,636,469,563,847,1077,1221,1445,1163,1158,1013,1165,996,748,585,400,214,85,38,6,11
2019.3/4,강동구,암사2동,외국인,46,-,-,1,-,1,4,8,11,6,3,5,4,2,-,1,-,-,-,-,-,-
2019.3/4,강동구,암사3동,계,18821,810,1297,1042,1004,1087,1019,1086,1657,1717,1641,1436,1330,1380,943,585,406,207,93,57,16,8
2019.3/4,강동구,암사3동,한국인,18767,809,1297,1041,1004,1087,1007,1078,1647,1713,1636,1433,1324,1379,941,585,405,207,93,57,16,8
2019.3/4,강동구,암사3동,외국인,54,1,-,1,-,-,12,8,10,4,5,3,6,1,2,-,1,-,-,-,-,-
2019.3/4,강동구,천호1동,계,28623,864,794,781,1221,1803,2238,2100,2293,1949,2315,2323,2693,2496,1728,1290,917,476,212,91,27,12
2019.3/4,강동구,천호1동,한국인,28306,856,788,777,1217,1788,2211,2057,2265,1918,2278,2285,2643,2480,1723,1288,914,476,212,91,27,12
2019.3/4,강동구,천호1동,외국인,317,8,6,4,4,15,27,43,28,31,37,38,50,16,5,2,3,-,-,-,-,-
2019.3/4,강동구,천호3동,계,28294,947,731,610,896,1616,2545,2540,2532,1953,2202,2246,2624,2454,1568,1210,848,455,216,65,22,14
2019.3/4,강동구,천호3동,한국인,27731,930,717,603,888,1593,2502,2486,2480,1915,2121,2166,2531,2413,1558,1208,848,455,216,65,22,14
2019.3/4,강동구,천호3동,외국인,563,17,14,7,8,23,43,54,52,38,81,80,93,41,10,2,-,-,-,-,-,-
2019.3/4,강동구,성내1동,계,20648,810,859,880,1039,1253,1501,1535,1899,1695,1764,1546,1613,1441,1080,775,474,289,121,54,15,5
2019.3/4,강동구,성내1동,한국인,20516,801,857,879,1038,1248,1482,1520,1884,1680,1750,1532,1600,1435,1077,775,474,289,121,54,15,5
2019.3/4,강동구,성내1동,외국인,132,9,2,1,1,5,19,15,15,15,14,14,13,6,3,-,-,-,-,-,-,-
2019.3/4,강동구,성내2동,계,25300,701,605,572,790,1446,2490,2280,2314,1818,1993,1960,2347,2052,1392,1116,734,419,166,74,15,16
2019.3/4,강동구,성내2동,한국인,24553,673,585,566,772,1421,2441,2205,2247,1767,1904,1847,2201,2004,1382,1115,734,418,166,74,15,16
2019.3/4,강동구,성내2동,외국인,747,28,20,6,18,25,49,75,67,51,89,113,146,48,10,1,-,1,-,-,-,-
2019.3/4,강동구,성내3동,계,23991,759,699,797,1228,1628,2033,1761,2020,1744,2022,2005,2118,1807,1215,948,646,328,154,56,10,13
2019.3/4,강동구,성내3동,한국인,23708,751,695,793,1219,1592,1994,1725,1985,1729,2000,1982,2081,1794,1213,948,646,328,154,56,10,13
2019.3/4,강동구,성내3동,외국인,283,8,4,4,9,36,39,36,35,15,22,23,37,13,2,-,-,-,-,-,-,-
2019.3/4,강동구,둔촌1동,계,287,2,5,4,4,12,13,5,25,30,24,17,21,31,29,28,9,9,3,6,2,8
2019.3/4,강동구,둔촌1동,한국인,272,2,5,4,4,11,9,5,25,26,24,14,21,29,29,28,9,8,3,6,2,8
2019.3/4,강동구,둔촌1동,외국인,15,-,-,-,-,1,4,-,-,4,-,3,-,2,-,-,-,1,-,-,-,-
2019.3/4,강동구,둔촌2동,계,27943,902,1120,1038,1437,1930,2139,1952,2186,1912,2261,2283,2497,2326,1518,1066,645,383,216,94,24,14
2019.3/4,강동구,둔촌2동,한국인,27809,902,1116,1033,1437,1925,2126,1937,2170,1901,2244,2266,2474,2320,1518,1066,644,383,216,93,24,14
2019.3/4,강동구,둔촌2동,외국인,134,-,4,5,-,5,13,15,16,11,17,17,23,6,-,-,1,-,-,1,-,-
2019.3/4,강동구,암사1동,계,36975,1172,1303,1262,1683,2330,2783,2582,3179,2787,3124,3204,3159,2866,2024,1501,1021,586,254,105,29,21
2019.3/4,강동구,암사1동,한국인,36651,1164,1296,1260,1678,2312,2756,2552,3143,2747,3080,3168,3116,2852,2013,1499,1020,586,254,105,29,21
2019.3/4,강동구,암사1동,외국인,324,8,7,2,5,18,27,30,36,40,44,36,43,14,11,2,1,-,-,-,-,-
2019.3/4,강동구,천호2동,계,36078,1089,975,888,1213,1943,3105,3184,3266,2566,2810,3098,3425,2814,2019,1540,1131,614,232,107,36,23
2019.3/4,강동구,천호2동,한국인,35280,1054,946,880,1207,1911,3062,3090,3188,2509,2726,2985,3282,2757,2007,1536,1130,612,232,107,36,23
2019.3/4,강동구,천호2동,외국인,798,35,29,8,6,32,43,94,78,57,84,113,143,57,12,4,1,2,-,-,-,-
2019.3/4,강동구,길동,계,46720,1327,1520,1391,1958,2933,4096,3641,3965,3373,3691,3726,4121,3950,2652,1909,1251,693,327,129,47,20
2019.3/4,강동구,길동,한국인,46387,1322,1511,1384,1951,2917,4055,3596,3942,3333,3643,3698,4077,3935,2650,1908,1249,693,327,129,47,20
2019.3/4,강동구,길동,외국인,333,5,9,7,7,16,41,45,23,40,48,28,44,15,2,1,2,-,-,-,-,-
