검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,청소년(14~19세)
지역,서울
세부지역,성북구
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-06
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","스프링벅 =배유안 장편소설 /Springbuck ","배유안","창비","2008","","9788936456122","43810","813.6","7",
"1","82년생 김지영 :조남주 장편소설 ","지은이: 조남주","민음사","2016","","9788937473135","04810","813.7","7",
"3","옥타곤의 왕자 =필립 스포츠 판타지 장편소설.Prince of octagon ","지은이: 필립","디앤씨미디어","2015","","9788958288572","44810","813.7","6",
"4","달콤한 노래 :레일라 슬리마니 장편소설 ","지은이: 레일라 슬리마니 ;옮긴이: 방미경","Arte(북이십일 아르테)","2017","","9788950972424","03860","863","5",
"5","The Catcher in the Rye (Mass Market Paperback, 미국판)","제롬 데이비드 샐린저 (지은이)","Little Brown & Company","1991","","9780316769488","50699","","4",
"5","(괜찮은 척, 아무렇지 않은 척했던 순간에도) 어쩌면 내가 가장 듣고 싶었던 말 ","정희재 지음","웅진씽크빅","2017","","9788901214801","03810","818","4",
"5","지엠오 아이:문선이 장편동화","문선이 지음;유준재 그림","창비","2005","221","9788936442217","73810","813.6","4",
"5","식탁 위의 세계사 ","이영숙 지음","창비","2012","","9788936452056","43900","909","4",
"5","불편해도 괜찮아 :영화보다 재미있는 인권 이야기 ","김두식 지음","창비","2010","","9788936471897","03300","342.1","4",
"5","엄마는 페미니스트 :아이를 페미니스트로 키우는 열다섯 가지 방법 ","지은이: 치마만다 응고지 아디치에 ;옮긴이: 황가한","민음사","2017","","9788937429279","04800","337.2","4",
"5","키싱 마이 라이프 =Kissing my life ","이옥수 지음","비룡소","2008","","9788949120836","43810","813.6","4",
"5","시간을 파는 상점 :김선영 장편소설 ","지은이: 김선영","자음과모음","2012","","9788954427173","43810","813.7","4",
"5","잘 가요 엄마 :김주영 장편소설 ","지은이: 김주영","문학동네","2012","","9788954618250","03810","813.62","4",
"5","왜 세계의 절반은 굶주리는가?:유엔 식량특별조사관이 아들에게 들려주는 기아의 진실","장 지글러 지음;유영미 옮김","갈라파고스","2007","","9788990809179","03300","335.7","4",
"5","윔피 키드","글, 그림: 제프 키니 ;양진성","푸른날개","2009-2015","3","9788993055122","74840","843","4",
"16","Jennifer, Hecate, Macbeth, William McKinley, and me, Elizabeth ","E.L. Konigsburg","Atheneum Books for Young Readers","2013","","9781416933960","","","3",
"16","시골의사","프란츠 카프카 지음;전영애 옮김","민음사","1998","","9788937460043","04850","853","3",
"16","톡톡톡 :공지희 장편소설 ","지은이: 공지희","자음과모음","2015","","9788954431682","43810","813.7","3",
"16","불량 가족 레시피 :손현주 소설 ","지은이: 손현주","문학동네","2011","","9788954613873","03810","813.7","3",
"16","어린이 과학 형사대 CSI","글: 고희정 ;그림: 서용남","가나문화콘텐츠","2013-2015","29","9788957367414","74400","400","3",
"16","아픔이 길이 되려면 :정의로운 건강을 찾아 질병의 사회적 책임을 묻다 ","김승섭 지음","동아시아","2017","","9788962621952","03330","334","3",
"16","(빅데이터를 지배하는) 통계의 힘 :통계학이 최강의 학문이다 ","니시우치 히로무 지음 ;신현호 옮김","비전비엔피·비전코리아","2013","","9788963220598","03320","310.16","3",
"16","불평등 한국, 복지국가를 꿈꾸다 ","이정우,박상훈 지음","후마니타스","2015","","9788964372302","03300","332.6","3",
"16","맛있는 물리 :물리학자 이기진, 세상 이치를 물리로 풀다 ","글·그림: 이기진","홍익출판사","2010","","9788970652573","03420","420","3",
"16","위험한 비너스 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2017","","9788972758242","03830","833.6","3",
"16","역사를 바꾼 17가지 화학 이야기","페니 르 쿠터,곽주영 옮김","사이언스북스","2007","1","9788983711922","03400","430","3",
