검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,청소년(14~19세)
지역,서울
세부지역,성북구
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-06
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","그 많던 싱아는 누가 다 먹었을까:박완서 장편소설","박완서","웅진씽크빅","2006","","9788901051598","04810","813.6","3",
"1","나는 죽지 않겠다 :공선옥 소설집 ","공선옥","창비","2009","","9788936456153","43810","813.6","3",
"1","구관조 씻기기 :황인찬 시집 ","지은이: 황인찬","민음사","2012","","9788937408090","04810","811.7","3",
"1","루소, 학교에 가다 ","조상식 지음","토토북","2013","3","9788964961391","74800","108","3",
"1","오만과 편견","제인 오스틴 지음;최영란 그림","푸른숲","2006","","9788971844663","44840","843","3",
"1","지구가 뿔났다 :생각하는 십대를 위한 환경 교과서 ","남종영 지음","꿈결","2013","","9788998400033","43400","539","3",
"7","해리포터와 마법사의 돌","크리스 콜럼버스 감독","","2009","1","8809263817996","","688.2","2",
"7","알라딘 (2disc) - 한국어 더빙 수록","론 클레멘츠 외 감독, 로빈 윌리엄스 외 목소리","월트디즈니","2013","","8809362342009","","688.6","2",
"7","크리스마스의 악몽 (1disc) - 할인행사","팀 버튼 외 감독","브에나비스타","2006","","8809362344416","","688.6","2",
"7","What's That, Mittens? (Paperback)","Lola M. Schaefer|Susan Kathleen Hartung","HarperCollins","2009","21","9780060546649","","","2",
"7","Wagon Wheels (Paperback)","Barbara Brenner","HarperTrophy","2002","310","9780064440523","44052","","2",
"7","Arthur and the scare-your-pants-off club","[Marc Brown]","Little, Brown and Co.","1998","2","9780316115490","","","2",
"7","Arthur and the Crunch Cereal Contest: An Arthur Chapter Book (Paperback)","마크 브라운, Marc Tolon Brown (지은이)","Random House","1998","4","9780316115537","50425","","2",
"7","Buster's Dino Dilemma (Paperback)","마크 브라운, Marc Tolon Brown (지은이)","Random House","1998","7","9780316115605","11560","","2",
"7","The Mystery of the Stolen Bike (Paperback)","마크 브라운 (지은이)","Random House","1998","8","9780316115711","74780","","2",
"7","Andrew Lost #1: On the Dog (Paperback)","주디스 그린버그 (지은이)","Random House Childrens Books","2002","1","9780375812774","50399","","2",
"7","Andrew Lost #2: In the Bathroom (Paperback)","주디스 그린버그 (지은이)","Random House Childrens Books","2002","2","9780375812781","50399","","2",
"7","Andrew Lost #3: In the Kitchen (Paperback)","주디스 그린버그 (지은이)","Random House Childrens Books","2002","3","9780375812798","50399","","2",
"7","Andrew Lost #4: In the Garden (Paperback)","주디스 그린버그 (지은이)","Random House Childrens Books","2003","4","9780375812804","50399","","2",
"7","Stars! Stars! Stars! (School & Library)","밥 바너 (지은이)","Chronicle Books Llc","2002","","9780811831598","51495","","2",
"7","독립협회, 토론공화국을 꿈꾸다:민주주의 실험 천 일의 기록","이황직 지음","웅진씽크빅","2007","","9788901069944","14000","911.059","2",
"7","주홍 글자 ","지은이: 너새니얼 호손 ;한혜경","웅진씽크빅","2009","","9788901100012","04800","843","2",
"7","청춘의 독서 :세상을 바꾼 위험하고 위대한 생각들 ","유시민 지음","웅진씽크빅","2009","","9788901101569","03810","029.1","2",
"7","그림 동화집","지은이: 그림형제 ;홍성광 옮김","웅진씽크빅","2011","12","9788901136219","04800","853","2",
"7","딸은 엄마의 감정 쓰레기통이 아니다 :가까울수록 상처를 주는 모녀관계 심리학 ","가야마 리카 지음 ;김경은 옮김","웅진씽크빅","2018","","9788901223230","03180","189.24","2",
"7","상하이 100배 즐기기 :상하이·강남 수향마을·쑤저우·항저우·황산 ","전명윤,김영남 지음","알에이치코리아","2013","","9788925519272","14980","981.202","2",
"7","도구와 기계의 원리 ","글쓴이: 세실 쥐글라 ;옮긴이: 조은미","알에이치코리아","2016","","9788925558011","73500","550","2",
"7","이기적 유전자 :진화론의 새로운 패러다임 ","리처드 도킨스 지음 ;이상임 옮김","을유문화사","2010","2012","9788932471631","03470","491.51","2",
"7","제3인류 :베르나르 베르베르 장편소설 ","베르나르 베르베르 지음 ;전미연 옮김","열린책들","2013-2016","3","9788932916484","04860","863","2",
"7","잠 :베르나르 베르베르 장편소설","지은이: 베르나르 베르베르 ;옮긴이: 전미연","열린책들","2017","1","9788932918372","04860","863","2",
"7","잠 :베르나르 베르베르 장편소설","지은이: 베르나르 베르베르 ;옮긴이: 전미연","열린책들","2017","2","9788932918389","04860","863","2",
"7","아이 엠 넘버 포","지은이: 피타커스 로어 ;옮긴이: 이수영","세계사","2011-2018","3","9788933830505","03840","843.6","2",
"7","정의란 무엇인가 ","저자: 마이클 샌델 ;역자: 이창신","김영사","2010","","9788934939603","03330","193","2",
"7","괭이부리말 아이들","김중미 지음;송진헌 그림","창작과비평사","2002","","9788936433444","03810","813.6","2",
"7","채식주의자:한강 연작소설","한강","창비","2007","","9788936433598","03810","813.6","2",
"7","피그말리온 아이들 :구병모 장편소설 ","지은이: 구병모","창비","2012","","9788936456450","43810","813.7","2",
"7","용기 없는 일주일 :정은숙 장편소설 ","지은이: 정은숙","창비","2015","","9788936456672","43810","813.7","2",
"7","올리버 트위스트:찰스 디킨즈 장편소설","찰스 디킨즈 지음;윤혜준 옮김","창비","2007","1","9788936471224","03840","843","2",
"7","올리버 트위스트:찰스 디킨즈 장편소설","찰스 디킨즈 지음;윤혜준 옮김","창비","2007","2","9788936471231","03840","843","2",
"7","고도를 기다리며","사뮈엘 베케트 지음;오증자 옮김","민음사","2000","","9788937460432","04860","862","2",
"7","수레바퀴 아래서 ","지은이: 헤르만 헤세 ;옮긴이: 김이섭","민음사","2001","","9788937460500","04850","853","2",
"7","수레바퀴 아래서 ","지은이: 헤르만 헤세 ;옮긴이: 김이섭","민음사","2001","50","9788937460500","04850","853","2",
"7","춘향전","송성욱 옮김;백범영 그림","민음사","2004","","9788937461002","04810","813.5","2",
"7","인간 실격","다자이 오사무 지음;김춘미 옮김","민음사","2004","","9788937461033","04830","833.6","2",
