검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,청소년(14~19세)
지역,서울
세부지역,성북구
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-06
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","해리포터와 죽음의 성물","데이빗 예이츠 감독","","2011","72","8809323140029","","688.2","4",
"1","82년생 김지영 :조남주 장편소설 ","지은이: 조남주","민음사","2016","","9788937473135","04810","813.7","4",
"1","기억 전달자","로이스 로리 글;장은수 옮김","비룡소","2007","","9788949120744","43840","843","4",
"1","아주 특별한 생물학 수업 :생물학자 장수철 교수가 국어학자 이재성 교수에게 1:1 생물학 과외를 하다 ","장수철,이재성 지음","Humanist(휴머니스트 출판그룹)","2015","","9788958628538","03470","472","4",
"1","이갈리아의 딸들","게르드 브란튼베르그 지음;노옥재...[등]옮김","황금가지","1996","","9788982730009","03890","859.823","4",
"1","당신, 거기 있어 줄래요? :기욤 뮈소 장편소설 ","지은이: 기욤 뮈소 ;옮긴이: 전미연","밝은세상","2007","","9788984370791","03860","863","4",
"1","(팅크 따라 처음 만드는) 고양이 옷 & 소품 ","이지수 지음","헬스조선","2013","","9788993357974","13590","592.3","4",
"1","급등주 필살기법 ","임경천 지음","독새증권연구소","2008","","9788996121602","98320","327.85","4",
"9","The Witch Who Was Afraid of Witches (Paperback)","Alice Low (지은이), Jane Manning (그림)","Harpercollins Childrens Books","2000","46","9780064442558","50399","","3",
"9","완득이 :김려령 장편소설 ","김려령","창비","2008","","9788936433635","03810","813.6","3",
"9","호밀밭의 파수꾼","제롬 데이비드 샐린저 지음;공경희 옮김","민음사","2001","","9788937460470","04840","843","3",
"9","트와일라잇 :스테프니 메이어 장편소설 ","스테프니 메이어 [지음] ;변용란 옮김","대한교과서","2008","","9788937832208","03840","843","3",
"9","뉴문 :스테프니 메이어 장편소설 ","스테프니 메이어 [지음] ;변용란 옮김","대한교과서","2008","","9788937832215","03840","843","3",
"9","이클립스 :스테프니 메이어 장편소설 ","지은이: 스테프니 메이어 ;옮긴이: 윤정숙","북폴리오","2008","","9788937832468","03840","843","3",
"9","브레이킹 던 :스테프니 메이어 장편소설 ","지은이: 스테프니 메이어 ;옮긴이: 윤정숙","미래엔컬처그룹","2009","","9788937832543","03840","843","3",
"9","돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가 ","지은이: 마이클 샌델 ;옮긴이: 안기순","미래엔","2012","","9788937833663","03330","193","3",
"9","원미동 사람들","양귀자 지음","살림출판사","2004","","9788952202000","03810","813.6","3",
"9","화성의 인류학자:뇌신경과의사가 만난 일곱 명의 기묘한 환자들","올리버 색스 지음;이은선 옮김","바다출판사","2005","","9788955613025","03840","513.8","3",
"9","믿을 수 없는 이야기, 제주4·3은 왜? ","글: 신여랑,조승연","사계절","2015","","9788958288466","43810","911.07","3",
"9","스물아홉 생일, 1년 후 죽기로 결심했다 ","하야마 아마리 지음 ;장은주 옮김","위즈덤하우스","2012","","9788959136896","03830","838","3",
"9","예감은 틀리지 않는다 :줄리언 반스 장편소설 ","지은이: 줄리언 반스 ;옮긴이: 최세희","다산북스","2012","","9788963708386","03840","843.5","3",
"9","허삼관 매혈기:위화 장편소설","위화 [지음];최용만 옮김","푸른숲","2007","","9788971847244","03820","823.7","3",
"9","모든 생명은 서로 돕는다 :수의사 아빠가 딸에게 들려주는 생명, 공존, 생태 이야기 ","지은이: 박종무","리수","2014","","9788990449016","03300","470.4","3",
"9","예지몽 :히가시노 게이고 소설 ","지은이: 히가시노 게이고 ;옮긴이: 양억관","재인","2011","","9788990982315","03830","833.6","3",
"9","수상한 우체통","실렌 에드가르|폴 베오른","푸른숲주니어","2016","","9791156751175","","","3",
"26","썸머워즈 (2Disc)","호소다 마모루 감독, 사쿠라바 나나미 외 목소리","CJ 엔터테인먼트","2010","","8809192644809","","688.6","2",
"26","다크 나이트 (2disc)","크리스토퍼 놀란 감독","워너브라더스","2008","","8809323141283","","688.2","2",
"26","알라딘 (2disc) - 한국어 더빙 수록","론 클레멘츠 외 감독, 로빈 윌리엄스 외 목소리","월트디즈니","2013","","8809362342009","","688.6","2",
"26","인사이드 아웃 - 한국어 더빙 수록","리처드 카인드, 에이미 포엘러, 필리스 스미스 (목소리), 로니 델 칼멘, 피트 닥터 (감독)","월트디즈니","2015","","8809362349053","","","2",
"26","바비와 자매들의 퍼피 체이스","콘래드 헬튼 감독, 에반스 존슨 외 목소리","유니버설픽쳐스","2016","","8809507351491","","688.6","2",
"26","Albert le blanc","by Nick Butterworth","HarperCollins","2003","","9780007205158","","747","2",
"26","The Case of the Sleepy Sloth (Paperback, Reprint) - The High-Rise Private Eyes #5","신시아 라일런트 (지은이), G. 브라이언 카라스 (그림)","Trophy Pr                               ","2004","240","9780060091002","50399","","2",
"26","The Berenstain Bears' Class Trip (Paperback)","Jan Berenstain|Mike Berenstain","Harpercollins Childrens Books","2009","153","9780060574161","50399","","2",
"26","(The)Berenstain Bears clean house","Stan [Berenstain],Jan Berenstain","HarperCollinsPublishers","c2005","151","9780060583354","50399","","2",
