검색조건
대출기간,2018-01-01 ~ 2018-12-31
성별,전체
연령,청소년(14~19세)
지역,서울
세부지역,성북구
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2019-12-06
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","기린의 날개 ","히가시노 게이고 지음 ;김난주 옮김","재인","2017","","9788990982674","03830","833.6","5",
"1","주거 인테리어 해부도감 ","마쓰시타 기와 지음 ;황선종 옮김","더숲","2013","","9788994418520","13590","595.4","5",
"3","HD 역사스페셜","KBS HD역사스페셜 원작;표정훈 해저","효형출판","2006-2007","4","9788958720379","04910","911.02","4",
"3","해리포터와 마법사의 돌","조앤 K. 롤링 지음;김혜원 옮김","문학수첩","1999","12","9788983920690","04840","843","4",
"5","채식주의자:한강 연작소설","한강","창비","2007","","9788936433598","03810","813.6","3",
"5","82년생 김지영 :조남주 장편소설 ","지은이: 조남주","민음사","2016","","9788937473135","04810","813.7","3",
"5","잘못은 우리 별에 있어 :존 그린 장편소설 ","지은이: 존 그린 ;옮긴이: 김지원","미래엔","2012","","9788937833762","03840","843.6","3",
"5","책을 지키려는 고양이 :나쓰카와 소스케 장편소설 ","지은이: 나쓰카와 소스케 ;옮긴이: 이선희","Arte(북이십일 아르테)","2018","","9788950973025","03830","833.6","3",
"5","기나긴 하루 :박완서 소설 ","박완서 지음","문학동네","2012","","9788954617383","03810","813.62","3",
"5","주머니 속의 고래","이금이 지음","푸른책들","2006","","9788957980958","03810","813.6","3",
"5","아이들은 왜 수학을 어려워할까? :발달신경생리학자가 들여다본 아이들의 수 세계 ","안승철 지음","궁리출판","2010","","9788958201946","03370","410.7","3",
"5","스물아홉 생일, 1년 후 죽기로 결심했다 ","하야마 아마리 지음 ;장은주 옮김","위즈덤하우스","2012","","9788959136896","03830","838","3",
"5","무엇을 도와드릴까요? 수학가게입니다 :십 대를 위한 수학 소설 ","무카이 쇼고 지음 ;고향옥 옮김","토토북","2015","","9788964962725","43830","410","3",
"5","해리포터와 마법사의 돌","조앤 K. 롤링 지음;김혜원 옮김","문학수첩","1999","11","9788983920683","04840","843","3",
"5","해리포터와 비밀의 방","조앤 K. 롤링 지음;김혜원 옮김","문학수첩","2000","21","9788983920706","04840","843","3",
"5","해리포터와 죽음의 성물","조앤 K 롤링 지음 ;최인자 옮김","문학수첩","2007","72","9788983922564","04840","843","3",
"5","해리포터와 죽음의 성물","조앤 K 롤링 지음 ;최인자 옮김","문학수첩","2007","74","9788983922588","04840","843","3",
"5","죽은 시인의 사회","톰 슐만 지음;한은주 옮김","서교출판사","2003","","9788988027400","03840","843","3",
"5","왜 세계의 절반은 굶주리는가?","장 지글러 지음","갈라파고스","2007","","9788990809177","03300","335.7","3",
"5","난장이가 쏘아올린 작은 공:조세희 소설집","조세희","이성과 힘","2000","","9788995151204","03810","813.6","3",
"5","로봇 시대, 인간의 일 :인공지능 시대를 살아가야 할 이들을 위한 안내서 ","구본권 지음","어크로스","2015","","9788997379767","03300","331.5412","3",
"22","해리포터와 마법사의 돌","크리스 콜럼버스 감독","","2009","1","8809263817996","","688.2","2",
"22","해리포터와 아즈카반의 죄수","알폰소 쿠아론 감독","","2009","3","8809263818016","","688.2","2",
"22","해리 포터 2 : 비밀의 방 (2disc) - 할인행사","크리스 콜럼버스 감독, 다니엘 래드클리프 외 출연","워너브라더스","2007","2","8809323140040","","688.2","2",
"22","해리포터 6 : 혼혈왕자 일반판 (2disc)","데이빗 예이츠 감독, 다니엘 래드클리프 외 출연","워너브라더스","2009","6","8809323140088","","688.2942","2",
"22","Rosie's Walk (Paperback)","팻 허친스","Simon&Schuster","1971","","9780020437505","","","2",
"22","Counting crocodiles","by Judy Sierra;illustrated by Will Hillenbrand","Harcourt","1997","","9780152163563","","","2",
"22","The Orange Outlaw (Paperback)","Ron Roy","RANDOMHOUSE","2011","","9780375802706","80270","","2",
"22","The Panda Puzzle (Paperback)","Ron Roy","RANDOMHOUSE","2011","","9780375802713","80271","","2",
"22","The Quicksand Question (Paperback)","론 로이 (지은이)","Random House","2002","","9780375802720","80269","","2",
"22","The Vampire's Vacation (Paperback)","Ron Roy","RANDOMHOUSE","2011","","9780375824791","01899","","2",
"22","The Zombie Zone (Paperback)","Ron Roy","RANDOMHOUSE","2011","","9780375824838","05852","","2",
"22","The Fault In Our Stars (Paperback, 미국판, International)","존 그린 (지은이)","Dutton","2012","","9780525426004","50999","","2",
"22","Abe Lincoln's hat ","by Martha Brenner ;illustrated by Donald Cook","Random House","c1994","314","9780679849773","","","2",
"22","The Deadly Dungeon (Paperback)","Ron Roy","RANDOMHOUSE","2011","","9780679887553","88755","","2",
"22","Pancakes, Pancakes! (Paperback)","에릭 칼","Simon&Schuster","1998","314","9780689822469","50699","","2",
"22","Animal Parade (Wildlife Alphabet)","Wood|J.","FrancesLincoln","1996","","9780711207776","","","2",
"22","Farmer Duck (MOTHER TIP)","문진미디어 편집부","문진미디어","2001","225","9780744536607","90300","","2",
"22","Hello Little Bird (My Little Library Infant & Toddler 17)","Horcek|Petr","Walker","2009","17","9781406325089","90100","","2",
"22","노부영 Walking Through the Jungle (하이브리드 CD 포함) (Paperback + Hybrid CD) - 노래부르는 영어동화","Debbie Harter (지은이)","JYbooks(제이와이북스)","2013","","9781782850045","","","2",
"22","Dry Bones (Paperback)","Kate Edmunds (지은이)","Childs Play Intl Ltd","2007","","9781846431081","","","2",
"22","노부영 Shape song Swingalong (하이브리드 CD 포함) (Paperback + Hybrid CD) - 노래부르는 영어동화","SteveSongs","BarefootBooks","2011","","9781846868108","","","2",
"22","The wolf and the seven kids (Paperback)","Joy Cowley (지은이)","The ChoiceMaker Pty Limited","2014","29","9781921790058","","","2",
"22","Those Yucky Meanies","Written by Joy Cowley","Clean Slate Press","2011","210","9781921790089","","740","2",
"22","Smarty Pants at the Circus","Written by Joy Cowley","Clean Slate Press","2011","28","9781921790126","","740","2",
"22","Mr Whisper's Sore Ears","Written by Joy Cowley","Clean Slate Press","2011","26","9781921790348","","740","2",
"22","범인 없는 살인의 밤 ","지은이: 히가시노 게이고 ;옮긴이: 윤성원","알에이치코리아","2017","","9788925561943","03830","833.6","2",
"22","아름다운 흉기 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 민경욱","RHK(알에이치코리아)","2018","","9788925563206","03830","833.6","2",
"22","감시와 처벌 :감옥의 역사 ","미셸 푸코 지음 ;오생근 옮김","나남출판","2007","","9788930032483","94300","364.61","2",
"22","아름다움의 구원 ","지은이: 한병철 ;옮긴이: 이재영","문학과지성사","2016","","9788932028699","03100","112.7","2",
"22","제인 에어","지은이: 샬럿 브론테 ;옮긴이: 이미선","열린책들","2011","1","9788932911656","03840","843.4","2",
"22","제3인류 :베르나르 베르베르 장편소설 ","베르나르 베르베르 지음 ;전미연 옮김","열린책들","2013-2016","1","9788932916378","04860","863","2",
"22","제3인류 :베르나르 베르베르 장편소설 ","베르나르 베르베르 지음 ;전미연 옮김","열린책들","2013-2016","2","9788932916385","04860","863","2",
"22","식객 1 - 맛의 시작","허영만","김영사","2003","1","9788934926467","07810","","2",
"22","포크는 왜 네 갈퀴를 달게 되었나 ","지은이: 헨리 페트로스키 ;옮긴이: 백이호","김영사","2014","","9788934966500","03500","509","2",
"22","사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ","지은이: 유발 하라리 ;옮긴이: 조현욱","김영사","2015","","9788934972464","03900","909","2",
"22","풀빵이 어때서? :김학찬 장편소설 ","지은이: 김학찬","창비","2013","","9788936434021","03810","813.7","2",
"22","소년이 온다 :한강 장편소설 ","지은이: 한강","창비","2014","","9788936434120","03810","813.7","2",
"22","아몬드 (양장 특별 한정판)","손원평 (지은이)","창비","2017","","9788936434267","","","2",
"22","나의 첫 젠더 수업","김고연주 (지은이)","창비","2017","","9788936452278","","","2",
"22","편의점 가는 기분","박영란","창비","2016","","9788936456757","","","2",
"22","해방자들","김남중 (지은이)","창비","2016","","9788936456764","","","2",
"22","나의 문화유산답사기","유홍준 지음","창비","2011-2017","7","9788936472184","03810","981.102","2",
"22","싯다르타","헤르만 헤세 지음;박병덕 옮김","민음사","2002","","9788937460586","04850","853","2",
"22","춘향전","송성욱 옮김;백범영 그림","민음사","2004","","9788937461002","04810","813.5","2",
"22","인간 실격","다자이 오사무 지음;김춘미 옮김","민음사","2004","","9788937461033","04830","833.6","2",
"22","위대한 유산","지은이: 찰스 디킨스 ;옮긴이: 이인규","민음사","2009","1","9788937462122","04800","843","2",
"22","에버모어 ","앨리슨 노엘 지음 ;김경순 옮김","미래엔컬쳐그룹","2009","","9788937832642","03840","843.6","2",
